FIN_45;Titovka;Titovka;Titovka;;Titovka;;;;;;;;;;x
FIN_57;Inari;Inari;Inari;;Inari;;;;;;;;;;x
FIN_106;Ivalo;Ivalo;Ivalo;;Ivalo;;;;;;;;;;x
FIN_41;Angeli;Angeli;Angeli;;Angeli;;;;;;;;;;x
FIN_70;Pokka;Pokka;Pokka;;Pokka;;;;;;;;;;x
FIN_142;Korvala;Korvala;Korvala;;Korvala;;;;;;;;;;x
FIN_194;Tornio;Tornio;Tornio;;Tornio;;;;;;;;;;x
FIN_162;Autti;Autti;Autti;;Autti;;;;;;;;;;x
ITA_3974;Bologna;Bologne;Bologna;;Bolonia;;;;;;;;;;x
ITA_3763;Venezia;Venise;Venedig;;Venecia;;;;;;;;;;x
ITA_3976;Trieste;Trieste;Triest;;Trieste;;;;;;;;;;x
ITA_3901;La Spezia;La Spezia;La Spezia;;La Spezia;;;;;;;;;;x
ITA_4109;Firenze;Florence;Florenz;;Florencia;;;;;;;;;;x
ITA_4232;Siena;Sienne;Siena;;Siena;;;;;;;;;;x
ITA_4110;Ancona;Ancône;Ancona;;Ancona;;;;;;;;;;x
ITA_4422;Grosseto;Grosseto;Grosseto;;Grosseto;;;;;;;;;;x
ITA_4552;Termoli;Termoli;Termoli;;Termoli;;;;;;;;;;x
ITA_4302;Macerata;Macerata;Macerata;;Macerata;;;;;;;;;;x
ITA_4715;Foggia;Foggia;Foggia;;Foggia;;;;;;;;;;x
ITA_4868;Bari;Bari;Bari;;Bari;;;;;;;;;;x
ITA_4962;Taranto;Taranto;Taranto;;Tarento;;;;;;;;;;x
ITA_4866;Salerno;Salerne;Salerno;;Salerno;;;;;;;;;;x
ITA_4915;Asti;Asti;Asti;;Asti;;;;;;;;;;x
ITA_5038;Cosenza;Cosenza;Cosenza;;Cosenza;;;;;;;;;;x
ITA_5237;Reggio di Calabria;Reggio di Calabria;Kalabrien;;Reggio di Calabria;;;;;;;;;;x
ITA_5235;Agrigento;Agrigente;Agrigento;;Agrigento;;;;;;;;;;x
ITA_5266;Palermo;Palerme;Palermo;;Palermo;;;;;;;;;;x
ITA_4763;Sassari;Sassari;Sassari;;Sassari;;;;;;;;;;x
spanish_region;Spain;Espagne;Spanien;;España;;;;;;;;;;x
french_indochine_region;French Indochine;Indochine française;Französisch-Indochina;;Indochina Francesa;;;;;;;;;;x
sudetenland;Sudetenland;Sudètes;Sudetenland;;Las Sudetes;;;;;;;;;;x
northern_italy_region;Northern Italy;Italie du Nord;Norditalien;;Norte de Italia;;;;;;;;;;x
libya_region;Libya;Libye;Libyen;;Libia;;;;;;;;;;x
italian_somaliland_region;Italian Somaliland;Somalie Italienne;Italienisch-Somaliland;;Somalia Italiana;;;;;;;;;;x
eritrea_region;Eritrea;Érythrée;Eritrea;;Eritrea;;;;;;;;;;x
slovenia_region;Slovenia;Slovénie;Slowenien;;Eslovenia;;;;;;;;;;x
montenegro_region;Montenegro;Monténégro;Montenegro;;Montenegro;;;;;;;;;;x
albania_region;Albania;Albanie;Albanien;;Albania;;;;;;;;;;x
northern_france_region;Northern France;France du Nord;Nordfrankreich;;Norte de Francia;;;;;;;;;;x
western_france_region;Western France;France de l'Ouest;Westfrankreich;;Francia Occidental;;;;;;;;;;x
central_western_russia_region;Central Western Russia;Russie Centrale de l'Ouest;Zentralwestrussland;;Rusia Central Occidental;;;;;;;;;;x
western_russia_region;Western Russia;Russie Européenne;Westrussland;;Rusia Occidental;;;;;;;;;;x
baltic_states_region;The Baltic States;Les États Baltes;Baltikum;;Los Estados Bálticos;;;;;;;;;;x
sikhote_alin_region;Sikhote Alin;Sikhote-Aline;Sikhote Alin;;Sikhote Alin;;;;;;;;;;x
czechoslovakia_region;Czechoslovakia;Tchécoslovaquie;Tschechoslowakei;;Checoslovaquia;;;;;;;;;;x
poland_region;Poland;Pologne;Polen;;Polonia;;;;;;;;;;x
east_germany_region;East Germany;Allemagne de l'Est;Ostdeutschland;;Alemania Oriental;;;;;;;;;;x
austria_region;Austria;Autriche;Österreich;;Austria;;;;;;;;;;x
belgium_region;Belgium;Belgique;Belgien;;Bélgica;;;;;;;;;;x
the_netherlands_region;The Netherlands;Pays-Bas;Niederlande;;Los Países Bajos;;;;;;;;;;x
denmark_region;Denmark;Danemark;Dänemark;;Dinamarca;;;;;;;;;;x
norway_region;Norway;Norvège;Norwegen;;Noruega;;;;;;;;;;x
greece_region;Greece;Grèce;Griechenland;;Grecia;;;;;;;;;;x
yugoslavia_region;Yugoslavia;Yougoslavie;Jugoslawien;;Yugoslavia;;;;;;;;;;x
croatia_region;Croatia;Croatie;Kroatien;;Croacia;;;;;;;;;;x
eastern_poland;Eastern Poland;Pologne de l'Est;Ostpolen;;Polonia Oriental;;;;;;;;;;x
crimean_peninsula;Crimean Peninsula;Presqu'ile Crimée;Halbinsel Krim;;Península crimea;;;;;;;;;;x
lithuania_region;Lithuania;Lituanie;Litauen;;Lituania;;;;;;;;;;x
