stalinist_CXB;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei Chinas;;Partido Comunista Chino;;;;;;;;;;x;
national_socialist_DDR;NDPD;NDPD;NDPD;;NDPD;;;;;;;;;;x;
fascistic_DDR;DRP;DRP;DRP;;DRP;;;;;;;;;;x;
paternal_autocrat_DDR;DReP;DReP;DReP;;DReP;;;;;;;;;;x;
social_conservative_DDR;DBD;DBD;DBD;;DBD;;;;;;;;;;x;
market_liberal_DDR;LDPD;LDPD;LDPD;;LDPD;;;;;;;;;;x;
social_liberal_DDR;CDU;CDU;CDU;;CDU;;;;;;;;;;x;
social_democrat_DDR;SPD;SPD;SPD;;SPD;;;;;;;;;;x;
left_wing_radical_DDR;DKP;DKP;DKP;;DKP;;;;;;;;;;x;
leninist_DDR;MLPD;MLPD;MLPD;;MLPD;;;;;;;;;;x;
stalinist_DDR;SED;SED;SED;;SED;;;;;;;;;;x;
national_socialist_DEN;Nationalsocialistiske Arbejderparti;Nationalsocialistiske Arbejderparti;Nationalsocialistiske Arbejderparti;;Nationalsocialistiske Arbejderparti;;;;;;;;;;x;
fascistic_DEN;Bondepartiet;Bondepartiet;Bondepartiet;;Bondepartiet;;;;;;;;;;x;
paternal_autocrat_DEN;Danish Unity;Danish Unity;Danish Unity;;Unión Danesa;;;;;;;;;;x;
social_conservative_DEN;Det Konservative Folkeparti;Det Konservative Folkeparti;Det Konservative Folkeparti;;Det Konservative Folkeparti;;;;;;;;;;x;
market_liberal_DEN;Venstre;Venstre;Venstre;;Venstre;;;;;;;;;;x;
social_liberal_DEN;Radikale Venstre;Radikale Venstre;Radikale Venstre;;Radikale Venstre;;;;;;;;;;x;
social_democrat_DEN;Socialdemokraterne;Socialdemokraterne;Socialdemokraterne;;Socialdemokraterne;;;;;;;;;;x;
left_wing_radical_DEN;Danmarks Retsforbund;Danmarks Retsforbund;Danmarks Retsforbund;;Danmarks Retsforbund;;;;;;;;;;x;
leninist_DEN;Venstresocialistiske Parti;Venstresocialistiske Parti;Venstresocialistiske Parti;;Venstresocialistiske Parti;;;;;;;;;;x;
stalinist_DEN;Danmarks Kommunistiske Parti;Danmarks Kommunistiske Parti;Danmarks Kommunistiske Parti;;Danmarks Kommunistiske Parti;;;;;;;;;;x;
national_socialist_DFR;SRD;SRD;SRD;;SRD;;;;;;;;;;x;
fascistic_DFR;DRP;DRP;DRP;;DRP;;;;;;;;;;x;
paternal_autocrat_DFR;DReP;DReP;DReP;;DReP;;;;;;;;;;x;
social_conservative_DFR;DP;DP;DP;;DP;;;;;;;;;;x;
market_liberal_DFR;FDP;FDP;FDP;;FDP;;;;;;;;;;x;
social_liberal_DFR;CDU;CDU;CDU;;CDU;;;;;;;;;;x;
social_democrat_DFR;SPD;SPD;SPD;;SPD;;;;;;;;;;x;
left_wing_radical_DFR;DKP;DKP;DKP;;DKP;;;;;;;;;;x;
leninist_DFR;MLPD;MLPD;MLPD;;MLPD;;;;;;;;;;x;
stalinist_DFR;KPD;KPD;KPD;;KPD;;;;;;;;;;x;
national_socialist_DOM;Movimiento National Socialista;Movimiento National Socialista;Movimiento National Socialista;;Movimiento National Socialista;;;;;;;;;;x;
fascistic_DOM;Falange de Dominicano;Falange de Dominicano;Falange de Dominicano;;Falange Dominicana;;;;;;;;;;x;
paternal_autocrat_DOM;Partido Dominicano;Partido Dominicano;Partido Dominicano;;Partido Dominicano;;;;;;;;;;x;
social_conservative_DOM;Partido Reformista Social Cristiano;Partido Reformista Social Cristiano;Partido Reformista Social Cristiano;;Partido Reformista Social Cristiano;;;;;;;;;;x;
market_liberal_DOM;Fuerza Nacional Progresista;Fuerza Nacional Progresista;Fuerza Nacional Progresista;;Fuerza Nacional Progresista;;;;;;;;;;x;
social_liberal_DOM;Partido de la Liberación Dominicana;Partido de la Liberación Dominicana;Partido de la Liberación Dominicana;;Partido de la Liberación Dominicana;;;;;;;;;;x;
social_democrat_DOM;Partido Revolucionario Dominicano;Partido Revolucionario Dominicano;Partido Revolucionario Dominicano;;Partido Revolucionario Dominicano;;;;;;;;;;x;
left_wing_radical_DOM;Partido de los Trabajadores Dominicanos;Partido de los Trabajadores Dominicanos;Partido de los Trabajadores Dominicanos;;Partido de los Trabajadores Dominicanos;;;;;;;;;;x;
leninist_DOM;Movimiento Popular Dominicano;Movimiento Popular Dominicano;Movimiento Popular Dominicano;;Movimiento Popular Dominicano;;;;;;;;;;x;
stalinist_DOM;Partido Comunista de Dominicano,;Partido Comunista de Dominicano,;Partido Comunista de Dominicano,;;Partido Comunista Dominicano;;;;;;;;;;x;
national_socialist_ECU;Movimiento Nacional Socialista;Movimiento Nacional Socialista;Movimiento Nacional Socialista;;Movimiento Nacionalsocialista;;;;;;;;;;x;
fascistic_ECU;Falange del Ecuador;Falange del Ecuador;Falange del Ecuador;;Falange del Ecuador;;;;;;;;;;x;
paternal_autocrat_ECU;Acción Nacional;Acción Nacional;Acción Nacional;;Acción Nacional;;;;;;;;;;x;
social_conservative_ECU;Frente Radical Alfarista;Frente Radical Alfarista;Frente Radical Alfarista;;Frente Radical Alfarista;;;;;;;;;;x;
market_liberal_ECU;Partido Liberal Radical Ecuatoriano;Partido Liberal Radical Ecuatoriano;Partido Liberal Radical Ecuatoriano;;Partido Liberal Radical Ecuatoriano;;;;;;;;;;x;
social_liberal_ECU;Concentración de Fuerzas Populares;Concentración de Fuerzas Populares;Concentración de Fuerzas Populares;;Concentración de Fuerzas Populares;;;;;;;;;;x;
social_democrat_ECU;Partido Socialista;Partido Socialista;Partido Socialista;;Partido Socialista;;;;;;;;;;x;
left_wing_radical_ECU;Partido de los Trabajadores del Ecuador;Partido de los Trabajadores del Ecuador;Partido de los Trabajadores del Ecuador;;Partido de los Trabajadores del Ecuador;;;;;;;;;;x;
leninist_ECU;Partido Comunista Marxista-Leninista del Ecuador;Partido Comunista Marxista-Leninista del Ecuador;Partido Comunista Marxista-Leninista del Ecuador;;Partido Comunista Marxista-Leninista del Ecuador;;;;;;;;;;x;
stalinist_ECU;Partido Comunista del Ecuador;Partido Comunista del Ecuador;Partido Comunista del Ecuador;;Partido Comunista del Ecuador;;;;;;;;;;x;
national_socialist_EGY;Arab National Socialist Party;Parti national socialiste arabe;Nationalsozialistische Partei Arabiens;;Partido Nacionalsocialista Árabe;;;;;;;;;;x;
fascistic_EGY;Arab Fascistic Front;Front fasciste arabe;Faschistische Front Arabiens;;Frente Fascista Árabe;;;;;;;;;;x;
paternal_autocrat_EGY;The Abaza Clan;Le clan Abaza;Der Abaza-Klan;;Clan de Abaza;;;;;;;;;;x;
social_conservative_EGY;Muslim Brotherhood;Les Frères musulmans;Muslimische Bruderschaft;;Hermanos Musulmanes;;;;;;;;;;x;
market_liberal_EGY;Wafd Party;Parti Wafd;Wafd-Partei;;Partido Wafd;;;;;;;;;;x;
social_liberal_EGY;Ummah Party;Parti Ummah;Ummah-Partei;;Partido Ummah;;;;;;;;;;x;
social_democrat_EGY;Arab Socialist Union;Union socialiste arabe;Sozialistische Union Arabiens;;Unión Socialista Árabe;;;;;;;;;;x;
left_wing_radical_EGY;National Progressive Unionist Party;Parti progressiste unioniste national;Einheitspartei des nationalen Fortschritts;;Partido de la Unión Progresista Nacional;;;;;;;;;;x;
leninist_EGY;Egyptian Arab Socialist Party;Parti socialiste arabe égyptien;Arabische Sozialistenpartei Ägyptens;;Partido Socialista Árabe de Egipto;;;;;;;;;;x;
stalinist_EGY;Communist Party of Egypt;Parti communiste égyptien;Kommunistische Partei Ägyptens;;Partido Comunista de Egipto;;;;;;;;;;x;
national_socialist_ENG;National Socialist League;Ligue nationale socialiste;National Socialist League;;Liga Nacionalsocialista;;;;;;;;;;x;
fascistic_ENG;British Union of Fascists;Union britannique fasciste;British Union of Fascists;;Unión Británica de Fascistas;;;;;;;;;;x;
paternal_autocrat_ENG;Nordic League;Ligue du Nord;Nordic League;;Liga Nórdica;;;;;;;;;;x;
social_conservative_ENG;Conservative Party;Parti conservateur;Conservative Party;;Partido Conservador;;;;;;;;;;x;
market_liberal_ENG;National Liberal Party;Parti libéral national;National Liberal Party;;Partido Nacional Liberal;;;;;;;;;;x;
social_liberal_ENG;Liberal Party;Parti libéral ;Liberal Party;;Partido Liberal;;;;;;;;;;x;
social_democrat_ENG;Labour Party;Parti travailliste;Labour Party;;Partido Laborista;;;;;;;;;;x;
left_wing_radical_ENG;Independent Labour Party;Parti travailliste indépendant;Independent Labour Party;;Partido Laborista Independiente;;;;;;;;;;x;
leninist_ENG;Revolutionary Socialist League;Ligue socialiste révolutionnaire;Revolutionary Socialist League;;Liga Revolucionaria Socialista;;;;;;;;;;x;
stalinist_ENG;Communist Party;Parti communiste;Kommunistische Partei;;Partido Comunista;;;;;;;;;;x;
national_socialist_EST;Heimwehr;Heimwehr;Heimwehr;;Heimwehr;;;;;;;;;;x;
fascistic_EST;VAPSID;VAPSID;VAPSID;;VAPSID;;;;;;;;;;x;
paternal_autocrat_EST;Talurahvaerakond;Talurahvaerakond;Talurahvaerakond;;Talurahvaerakond;;;;;;;;;;x;
social_conservative_EST;EKR;EKR;EKR;;EKR;;;;;;;;;;x;
market_liberal_EST;VKR;VKR;VKR;;VKR;;;;;;;;;;x;
social_liberal_EST;ER;ER;ER;;ER;;;;;;;;;;x;
social_democrat_EST;ESÜ;ESÜ;ESÜ;;ESÜ;;;;;;;;;;x;
left_wing_radical_EST;ESP;ESP;ESP;;ESP;;;;;;;;;;x;
leninist_EST;ESTÜ;ESTÜ;ESTÜ;;ESTÜ;;;;;;;;;;x;
stalinist_EST;EKP;EKP;EKP;;EKP;;;;;;;;;;x;
national_socialist_ETH;Ethiopian National Socialist Party;Parti national socialiste éthiopien;Nationalsozialistische Partei Äthiopiens;;Partido Nacionalsocialista de Etiopía;;;;;;;;;;x;
fascistic_ETH;Ethiopian Fascistic Front;Front fasciste éthiopien;Faschistische Front Äthiopiens;;Frente Fascista de Etiopía;;;;;;;;;;x;
paternal_autocrat_ETH;Mekwanint;Mekwanint;Mekwanint;;Mekwanint;;;;;;;;;;x;
social_conservative_ETH;Mesafint;Mesafint;Mesafint;;Mesafint;;;;;;;;;;x;
market_liberal_ETH;All-Ethiopian Unity Party;Parti unitaire éthiopien;Gesamtäyptische Einheitspartei;;Partido de Unidad Panetíope;;;;;;;;;;x;
social_liberal_ETH;Ethiopian Democratic Unity Party;Parti unitaire démocratique éthiopien;Demokratische Einheitspartei Äthiopiens;;Partido Etíope de Unidad Democrática;;;;;;;;;;x;
social_democrat_ETH;Ethiopian Social Democratic Federal Party;Parti social démocrate fédéral éthiopien;Sozialdemokratische Bundespartei Äthiopiens;;Partido Socialdemócrata Federal de Etiopía;;;;;;;;;;x;
left_wing_radical_ETH;Ethiopian People's Revolutionary Party;Parti populaire révolutionnaire éthiopien;Äthiopische Volksrevolutionspartei;;Partido Revolucionario del Pueblo?Etíope;;;;;;;;;;x;
leninist_ETH;All-Ethiopia Socialist Movement;Mouvement socialiste éthiopien;Gesamtäyptische sozialistische Bewegung;;Movimiento Socialista Panetíope;;;;;;;;;;x;
stalinist_ETH;Workers' Party of Ethiopia;Parti des travailleurs éthiopiens;Äthiopische Arbeiterpartei;;Partido Laborista de Etiopía;;;;;;;;;;x;
national_socialist_FIN;Sinimustat;Sinimustat;Sinimustat;;Sinimustat;;;;;;;;;;x;
fascistic_FIN;Lapuan liike;Lapuan liike;Lapuan liike;;Lapuan liike;;;;;;;;;;x;
paternal_autocrat_FIN;IKL;IKL;IKL;;IKL;;;;;;;;;;x;
social_conservative_FIN;Kok;Kok;Kok;;Kok;;;;;;;;;;x;
market_liberal_FIN;KE;KE;KE;;KE;;;;;;;;;;x;
social_liberal_FIN;SKK;SKK;SKK;;SKK;;;;;;;;;;x;
social_democrat_FIN;SDP;SDP;SDP;;SDP;;;;;;;;;;x;
left_wing_radical_FIN;SKDL;SKDL;SKDL;;SKDL;;;;;;;;;;x;
leninist_FIN;SYP;SYP;SYP;;SYP;;;;;;;;;;x;
stalinist_FIN;SKP;SKP;SKP;;SKP;;;;;;;;;;x;
national_socialist_FRA;PPF;PPF;PPF;;PPF;;;;;;;;;;x;
fascistic_FRA;Mouvement Franciste;Mouvement franciste;Mouvement Franciste;;Mouvement Franciste;;;;;;;;;;x;
paternal_autocrat_FRA;Action Française;Action française;Action Française;;Action Française;;;;;;;;;;x;
social_conservative_FRA;FR;FR;FR;;Fra;;;;;;;;;;x;
market_liberal_FRA;MRP;MRP;MRP;;MRP;;;;;;;;;;x;
social_liberal_FRA;ARV;ARV;ARV;;ARV;;;;;;;;;;x;
social_democrat_FRA;SFIO;SFIO;SIFO;;SIFO;;;;;;;;;;x;
left_wing_radical_FRA;RAD;RAD;RAD;;RAD;;;;;;;;;;x;
leninist_FRA;GBL;GBL;GBL;;GBL;;;;;;;;;;x;
stalinist_FRA;PCF;PCF;PCF;;PCF;;;;;;;;;;x;
national_socialist_GER;NSDAP;NSDAP;NSDAP;;NSDAP;;;;;;;;;;x;
fascistic_GER;DVFP;DVFP;DVFP;;DVFP;;;;;;;;;;x;
paternal_autocrat_GER;DNVP;DNVP;DNVP;;DNVP;;;;;;;;;;x;
social_conservative_GER;DVP;DVP;DVP;;DVP;;;;;;;;;;x;
market_liberal_GER;DDP;DDP;DDP;;DDP;;;;;;;;;;x;
social_liberal_GER;Z;Z;Z;;Z;;;;;;;;;;x;
social_democrat_GER;SPD;SPD;SPD;;SPD;;;;;;;;;;x;
left_wing_radical_GER;KPD;KPD;KPD;;KPD;;;;;;;;;;x;
leninist_GER;KPO;KPO;KPO;;KPO;;;;;;;;;;x;
stalinist_GER;KAPD;KAPD;KAPD;;KAPD;;;;;;;;;;x;
national_socialist_GRE;EESK;EESK;EESK;;EESK;;;;;;;;;;x;
fascistic_GRE;EEE;EEE;EEE;;EEE;;;;;;;;;;x;
paternal_autocrat_GRE;LK;LK;LK;;LK;;;;;;;;;;x;
social_conservative_GRE;SDK;SDK;SDK;;SDK;;;;;;;;;;x;
market_liberal_GRE;KF;KF;KF;;KF;;;;;;;;;;x;
social_liberal_GRE;DE;DE;DE;;DE;;;;;;;;;;x;
social_democrat_GRE;DSK;DSK;DSK;;DSK;;;;;;;;;;x;
left_wing_radical_GRE;SEKE;SEKE;SEKE;;SEKE;;;;;;;;;;x;
leninist_GRE;AEK;AEK;AEK;;AEK;;;;;;;;;;x;
stalinist_GRE;KKE;KKE;KKE;;KKE;;;;;;;;;;x;
national_socialist_GUA;Movimiento Nacional Socialista;Movimiento Nacional Socialista;Movimiento Nacional Socialista;;Movimiento Nacionalsocialista;;;;;;;;;;x;
fascistic_GUA;Falange de Guatemala;Falange de Guatemala;Falange de Guatemala;;Falange de Guatemala;;;;;;;;;;x;
paternal_autocrat_GUA;Frente Republicano Guatemalteco;Frente Republicano Guatemalteco;Frente Republicano Guatemalteco;;Frente Republicano Guatemalteco;;;;;;;;;;x;
social_conservative_GUA;Unidad Nacional de la Esperanza;Unidad Nacional de la Esperanza;Unidad Nacional de la Esperanza;;Unidad Nacional de la Esperanza;;;;;;;;;;x;
market_liberal_GUA;Partido Unionista;Partido Unionista;Partido Unionista;;Partido Unionista;;;;;;;;;;x;
social_liberal_GUA;Unión Democrática;Unión Democrática;Unión Democrática;;Unión Democrática;;;;;;;;;;x;
social_democrat_GUA;Partido Guatemalteco del Trabajo;Partido Guatemalteco del Trabajo;Partido Guatemalteco del Trabajo;;Partido Guatemalteco del Trabajo;;;;;;;;;;x;
left_wing_radical_GUA;Partido Accion Revolucion;Partido Accion Revolucion;Partido Accion Revolucion;;Partido Acción Revolución;;;;;;;;;;x;
leninist_GUA;Vanguardia Democrática Guatemalteca;Vanguardia Democrática Guatemalteca;Vanguardia Democrática Guatemalteca;;Vanguardia Democrática Guatemalteca;;;;;;;;;;x;
stalinist_GUA;Partido Comunista de Guatemala;Partido Comunista de Guatemala;Partido Comunista de Guatemala;;Partido Comunista de Guatemala;;;;;;;;;;x;
national_socialist_GUY;Guyana National Socialist Movement;Mouvement nationaliste guyanais;Nationalsozialitische Bewegung Guayanas;;Movimiento Nacionalsocialista de Guayana;;;;;;;;;;x;
fascistic_GUY;Guyana Fascist League;Ligue fasciste guyanaise;Faschistische Liga Guyanas;;Liga Fascista de Guayana;;;;;;;;;;x;
paternal_autocrat_GUY;Guyana National Party;Parti national guyanais;Nationalpartei Guyanas;;Partido Nacional de Guayana;;;;;;;;;;x;
social_conservative_GUY;National Republican Party;Parti national républicain;Nationalrepublikanische Partei;;Partido Republicano Nacional;;;;;;;;;;x;
market_liberal_GUY;National Democratic Movement;Mouvement démocratique national;Nationaldemokratische Bewegung;;Movimiento Nacional Demócrata;;;;;;;;;;x;
social_liberal_GUY;Peoples Democratic Party;Parti populaire démocrate;Demokratische Volkspartei;;Partido Democrático del Pueblo;;;;;;;;;;x;
social_democrat_GUY;People's National Congress;Congrès national populaire;Nationaler Volkskongress;;Congreso Nacional del Pueblo;;;;;;;;;;x;
left_wing_radical_GUY;People's Progressive Party;Parti populaire progressiste;Völkische Fortschrittspartei;;Partido Progresista del Pueblo;;;;;;;;;;x;
leninist_GUY;Working People's Vanguard Party;Parti de l'avant-garde des travailleurs;Partei des arbeitenden Volkes;;Partido Vanguardista de los Trabajadores;;;;;;;;;;x;
stalinist_GUY;Communist Party of Guyana;Parti communiste guyanais;Kommunistische Partei Guyanas;;Partido Comunista de Guayana;;;;;;;;;;x;
national_socialist_HAI;PPH;PPH;PPH;;PPH;;;;;;;;;;x;
fascistic_HAI;VSN;VSN;VSN;;VSN;;;;;;;;;;x;
paternal_autocrat_HAI;Conseil Militaire;Conseil Militaire;Conseil Militaire;;Conseil Militaire;;;;;;;;;;x;
social_conservative_HAI;MCBNH;MCBNH;MCBNH;;MCBNH;;;;;;;;;;x;
market_liberal_HAI;MIRN;MIRN;MIRN;;MIRN;;;;;;;;;;x;
social_liberal_HAI;RDNP;RDNP;RDNP;;RDNP;;;;;;;;;;x;
social_democrat_HAI;SDH;SDH;SDH;;SDH;;;;;;;;;;x;
left_wing_radical_HAI;POIH;POIH;POIH;;POIH;;;;;;;;;;x;
leninist_HAI;PCOH;PCOH;PCOH;;PCOH;;;;;;;;;;x;
stalinist_HAI;PCH;PCH;PCH;;PCH;;;;;;;;;;x;
national_socialist_HOL;NSB;NSB;NSB;;NSB;;;;;;;;;;x;
fascistic_HOL;ANFB;ANFB;ANFB;;ANFB;;;;;;;;;;x;
paternal_autocrat_HOL;NVP;NVP;NVP;;NVP;;;;;;;;;;x;
social_conservative_HOL;ARP;ARP;ARP;;ARP;;;;;;;;;;x;
market_liberal_HOL;LSP;LSP;LSP;;LSP;;;;;;;;;;x;
social_liberal_HOL;KVP;KVP;KVP;;KVP;;;;;;;;;;x;
social_democrat_HOL;SDAP;SDAP;SDAP;;SDAP;;;;;;;;;;x;
left_wing_radical_HOL;OSP;OSP;OSP;;OSP;;;;;;;;;;x;
leninist_HOL;RSAP;RSAP;RSAP;;RSAP;;;;;;;;;;x;
stalinist_HOL;CPN;CPN;CPN;;CPN;;;;;;;;;;x;
national_socialist_HON;Movimiento Nacional Socialista;Movimiento Nacional Socialista;Movimiento Nacional Socialista;;Movimiento Nacionalsocialista;;;;;;;;;;x;
fascistic_HON;Falange de Honduras;Falange de Honduras;Falange de Honduras;;Falange de Honduras;;;;;;;;;;x;
paternal_autocrat_HON;Partido Nacional;Partido Nacional;Partido Nacional;;Partido Nacional;;;;;;;;;;x;
social_conservative_HON;Partido Demócrata Cristiano de Honduras;Partido Demócrata Cristiano de Honduras;Partido Demócrata Cristiano de Honduras;;Partido Demócrata Cristiano de Honduras;;;;;;;;;;x;
market_liberal_HON;Partido Liberal de Honduras;Partido Liberal de Honduras;Partido Liberal de Honduras;;Partido Liberal de Honduras;;;;;;;;;;x;
social_liberal_HON;Partido Unificación Democrática;Partido Unificación Democrática;Partido Unificación Democrática;;Partido Unificación Democrática;;;;;;;;;;x;
social_democrat_HON;Partido Innovación y Unidad;Partido Innovación y Unidad;Partido Innovación y Unidad;;Partido Innovación y Unidad;;;;;;;;;;x;
left_wing_radical_HON;Partido Revolucionario Hondureño;Partido Revolucionario Hondureño;Partido Revolucionario Hondureño;;Partido Revolucionario Hondureño;;;;;;;;;;x;
leninist_HON;Fuerzas Populares Revolucionarias;Fuerzas Populares Revolucionarias;Fuerzas Populares Revolucionarias;;Fuerzas Populares Revolucionarias;;;;;;;;;;x;
stalinist_HON;Partido Comunista de Honduras;Partido Comunista de Honduras;Partido Comunista de Honduras;;Partido Comunista de Honduras;;;;;;;;;;x;
national_socialist_HUN;HNSP;HNSP;HNSP;;HNSP;;;;;;;;;;x;
fascistic_HUN;Arrow Cross Party;Parti de la croix fléchée;Pfeilkreuzlerpartei;;Partido de la Cruz Gamada;;;;;;;;;;x;
paternal_autocrat_HUN;KDNP;KDNP;KDNP;;KDNP;;;;;;;;;;x;
social_conservative_HUN;FKFPP;FKFPP;FKFPP;;FKFPP;;;;;;;;;;x;
market_liberal_HUN;NZP;NZP;NZP;;NZP;;;;;;;;;;x;
social_liberal_HUN;PS;PS;PS;;PS;;;;;;;;;;x;
social_democrat_HUN;MSZDP;MSZDP;MSZDP;;MSZDP;;;;;;;;;;x;
left_wing_radical_HUN;MDP;MDP;MDP;;MDP;;;;;;;;;;x;
leninist_HUN;MSzMP;MSzMP;MSzMP;;MSzMP;;;;;;;;;;x;
stalinist_HUN;KMP;KMP;KMP;;KMP;;;;;;;;;;x;
national_socialist_ICL;Flokkur Thjóedernissinna Sósíalista;Flokkur Thjóedernissinna Sósíalista;Flokkur Thjóedernissinna Sósíalista;;Flokkur Thjóedernissinna Sósíalista;;;;;;;;;;x;
fascistic_ICL;Flokkur Thjóedernissinna;Flokkur Thjóedernissinna;Flokkur Thjóedernissinna;;Flokkur Thjóedernissinna;;;;;;;;;;x;
paternal_autocrat_ICL;Thjódevarnarflokkurinn;Thjódevarnarflokkurinn;Thjódevarnarflokkurinn;;Thjódevarnarflokkurinn;;;;;;;;;;x;
social_conservative_ICL;Sjálfstaedeisflokkurinn;Sjálfstaedeisflokkurinn;Sjálfstaedeisflokkurinn;;Sjálfstaedeisflokkurinn;;;;;;;;;;x;
market_liberal_ICL;Frjálslyndi flokkurinn;Frjálslyndi flokkurinn;Frjálslyndi flokkurinn;;Frjálslyndi flokkurinn;;;;;;;;;;x;
social_liberal_ICL;Framsóknarflokkurinn;Framsóknarflokkurinn;Framsóknarflokkurinn;;Framsóknarflokkurinn;;;;;;;;;;x;
social_democrat_ICL;Althýeduflokkur;Althýeduflokkur;Althýeduflokkur;;Althýeduflokkur;;;;;;;;;;x;
left_wing_radical_ICL;Sósíalistaflokkurinn;Sósíalistaflokkurinn;Sósíalistaflokkurinn;;Sósíalistaflokkurinn;;;;;;;;;;x;
leninist_ICL;Jafnaedarmannafélagied Sparta;Jafnaedarmannafélagied Sparta;Jafnaedarmannafélagied Sparta;;Jafnaedarmannafélagied Sparta;;;;;;;;;;x;
stalinist_ICL;Kommúnistaflokkur Íslands;Kommúnistaflokkur Íslands;Kommúnistaflokkur Íslands;;Kommúnistaflokkur Íslands;;;;;;;;;;x;
national_socialist_IDC;National Socialist Party;Parti national socialiste;Nationalsozialistische Partei;;Partido Nacionalsocialista;;;;;;;;;;x;
fascistic_IDC;Fascistic Front;Front fasciste;Faschistische Front;;Frente Fascista;;;;;;;;;;x;
paternal_autocrat_IDC;Nationalist Party;Parti nationaliste;Nationalistische Partei;;Partido Nacionalista;;;;;;;;;;x;
social_conservative_IDC;Conservative Party;Parti conservateur;Konservative Partei;;Partido Conservador;;;;;;;;;;x;
market_liberal_IDC;Democratic Party of Indochina;Parti démocratique indochinois;Demokratische Partei Indochinas;;Partido Democrático de Indochina;;;;;;;;;;x;
social_liberal_IDC;Indochinese Populist Party;Parti populiste indochinois;Indochinesische Populistenpartei;;Partido Populista de Indochina;;;;;;;;;;x;
social_democrat_IDC;Social Democrat Party;Parti social démocrate;Sozialdemokratische Partei;;Partido Socialdemócrata;;;;;;;;;;x;
left_wing_radical_IDC;Indochinese Communist Party;Parti communiste indochinois;Kommunistische Partei Indochinas;;Partido Comunista Indochino;;;;;;;;;;x;
leninist_IDC;Communist Party of Indochina;Parti communiste d'Indochine;Kommunistische Partei Indochinas;;Partido Comunista de Indochina;;;;;;;;;;x;
stalinist_IDC;Khmer Rouge;Khmer Rouge;Khmer Rouge;;Khmer Rojo;;;;;;;;;;x;
national_socialist_IND;Indian National Army;Armée nationale indienne;Indische Nationalarmee;;Ejército Nacional de la India;;;;;;;;;;x;
fascistic_IND;Indian Independence League;Ligue indienne pour l'indépendance;Indische Unabhängigkeitsliga;;Liga Independentista de la India;;;;;;;;;;x;
paternal_autocrat_IND;Khilafat Movement;Mouvement Khifalat;Khilafat-Bewegung;;Movimiento Khilafat;;;;;;;;;;x;
social_conservative_IND;Muslim League;Ligue musulmane;Muslimische Liga;;Liga Musulmana;;;;;;;;;;x;
market_liberal_IND;Bharatiya Janata Party;Parti Bharatiya Jana;Bharatiya Janata-Partei;;Partido Bharatiya Janata;;;;;;;;;;x;
social_liberal_IND;Bahujan Samaj Party;Parti Bahujan Samaj;Bahujan Samaj-Partei;;Partido Bahujan Samaj;;;;;;;;;;x;
social_democrat_IND;Congress Party;Parti du Congrès;Kongresspartei;;Partido del Congreso;;;;;;;;;;x;
left_wing_radical_IND;Ghadar Party;Parti Ghadar;Ghadar-Partei;;Partido Ghadar;;;;;;;;;;x;
leninist_IND;Workers and Peasants Party;Parti des travailleurs et des paysans;Arbeiter- und Bauernpartei;;Partido de los Trabajadores y los Campesinos;;;;;;;;;;x;
stalinist_IND;Communist Party of India;Parti communiste indien;Kommunistische Partei Indiens;;Partido Comunista de la India;;;;;;;;;;x;
national_socialist_INO;Partai Indonesia Raya;Partai Indonesia Raya;Partai Indonesia Raya;;Partai Indonesia Raya;;;;;;;;;;x;
fascistic_INO;BPUPKI;BPUPKI;BPUPKI;;BPUPKI;;;;;;;;;;x;
paternal_autocrat_INO;Partai Nasional Indonesia;Partai Nasional Indonesia;Partai Nasional Indonesia;;Partai Nasional Indonesia;;;;;;;;;;x;
social_conservative_INO;Partai Kristen Indonesia;Partai Kristen Indonesia;Partai Kristen Indonesia;;Partai Kristen Indonesia;;;;;;;;;;x;
market_liberal_INO;Partai Rakyat Indonesia Merdeka;Partai Rakyat Indonesia Merdeka;Partai Rakyat Indonesia Merdeka;;Partai Rakyat Indonesia Merdeka;;;;;;;;;;x;
social_liberal_INO;Partai Rakyat Nasional;Partai Rakyat Nasional;Partai Rakyat Nasional;;Partai Rakyat Nasional;;;;;;;;;;x;
social_democrat_INO;Partai Sosialis Indonesia;Partai Sosialis Indonesia;Partai Sosialis Indonesia;;Partai Sosialis Indonesia;;;;;;;;;;x;
left_wing_radical_INO;ISDV;ISDV;ISDV;;ISDV;;;;;;;;;;x;
leninist_INO;Gerindo;Gerindo;Gerindo;;Gerindo;;;;;;;;;;x;
stalinist_INO;Partai Komunis Indonesia;Partai Komunis Indonesia;Partai Komunis Indonesia;;Partai Komunis Indonesia;;;;;;;;;;x;
national_socialist_IRE;Irish National Socialist Party;Parti national socialiste irlandais;Irish National Socialist Party;;Partido Nacionalsocialista Irlandés;;;;;;;;;;x;
fascistic_IRE;NCP;NCP;NCP;;NCP;;;;;;;;;;x;
paternal_autocrat_IRE;United Gaelic Front;Front gaélique uni;United Gaelic Front;;Frente Gaélico Unido;;;;;;;;;;x;
social_conservative_IRE;Fine Gael;Fine Gael;Fine Gael;;Fine Gael;;;;;;;;;;x;
market_liberal_IRE;Fianna Fáil;Fianna Fáil;Fianna Fáil;;Fianna Fáil;;;;;;;;;;x;
social_liberal_IRE;Liberal Party;Parti libéral ;Liberal Party;;Partido Liberal;;;;;;;;;;x;
