EVTNAME787;Disastrous Battle of Tampere;;Verlorene Schlacht von Tampere;;Batalla de Tampere (desastre);;;;;;;;;x
EVTDESC787;We have lost the battle of Tampere!\n\nThe Battle of Tampere of the Finnish Civil War was fought in Finland in 1918 between Red and White forces. The White forces besieged and captured the main city of the Red Guards, Tampere, taking 10,000 Red prisoners.;;Wir haben die Schlacht von Tampere verloren!\n\nDie Schlacht von Tampere im finnischen Bürgerkrieg wurde 1918 zwischen roten und weißen Truppen ausgefochten. Die weißen Truppen belagerten die Stadt und nahmen sie schließlich ein, wobei sie 10000 rote Gefangene machten.;;¡Hemos perdido la batalla de Tampere!\n\nLa batalla de Tampere, uno de los enfrentamientos de la Guerra Civil Finlandesa (1918), enfrentó a las fuerzas Rojas y las Blancas. Las fuerzas Blancas asediaron y capturaron la principal ciudad de los Guardias Rojos, Tampere, donde hicieron 10.000 prisioneros.;;;;;;;;;x
EVTNAME788;Disastrous Battle of Wilno;;Verlorene Schlacht von Wilno;;Batalla de Wilno (desastre);;;;;;;;;x
EVTDESC788;We have lost the battle of Wilno!\n\nThe Battle of Wilno was one of the major battles during the Soviet invasion of Poland that accompanied the larger German invasion. During the days of 18-19 September, the Soviet forces approached and took over the major city of Wilno. The Polish forces in the area were relatively weak and the Polish commanders, unsure whether to actively oppose the Soviets, did not utilise the full defensive capabilities of the town and nearby fortified areas, although the outcome of the battle could not be any different, given the overwhelming Soviet numerical superiority.;;Wir haben die Schlacht von Wilno verloren!\n\nDie Schlacht von Wilno war eines der letzten größeren Gefechte während des russischen Einmarsches in Polen 1939. Während des 18-19. September nahmen sowjetische Truppen die Stadt gegen relativ schwachen polnischen Widerstand ein da die polnischen Kommandeure nicht sicher waren, ob sie den Russen Widerstand entgegensetzen sollten.;;¡Hemos perdido la batalla de Wilno!\n\nLa batalla de Wilno fue una de las principales batallas de la invasión soviética de Polonia, que acompañó a la operación alemana. Durante el 18 y 19 de septiembre, las fuerzas soviéticas se aproximaron a la importante ciudad de Wilno y la ocuparon. Las fuerzas polacas en la zona eran relativamente débiles y sus comandantes, sin saber si debían oponerse a los soviéticos de manera activa, no utilizaron la ciudad y las zonas fortificadas próximas como baluarte defensivo. No obstante, dada la abrumadora superioridad numérica soviética, el resultado no podría haber sido demasiado distinto.;;;;;;;;;x
EVTNAME789;Disastrous Battle of Palmyra;;Verlorene Schlacht von Palmyra;;Batalla de Palmyra (desastre);;;;;;;;;x
EVTDESC789;We have lost the battle of Palmyra!\n\nThe Battle of Palmyra was part of the Allied invasion of Syria during the Syria-Lebanon campaign. The Habforce set off on June 21 and surrounded Palmyra. On June 28 they captured the French fort of Seba' Biyar, the small garrison surrendering without a shot fired, and the next day they occupied Sukhna. On the morning of July 1 Sukhna was attacked by the Vichy 2nd Light Desert Company. The Arab Legion occupiers had been reinforced by a squadron from 4th Cavalry Brigade's Household Cavalry Regiment and after a sharp battle, the French retreated and ended up trapped in a box valley before surrendering. Whilst hardly the largest battle of the war, its effect was to cause the 3rd Light Desert Company to lose heart and they surrendered Palmyra on the night of 2 July.;;Wir haben die Schlacht von Palmyra verloren!\n\nDie Schlacht von Palmyra war Teil der alliierten Invasion von Syrien. Die Habforce umkreiste Palmyra am 21. Juni und nach einigen harten Kämpfen mit der Vichy-Garnison kapitulierte die Stadt schließlich am 2. Juli.;;¡Hemos perdido la batalla de Palmyra!\n\nLa batalla de Palmyra se produjo durante la invasión Aliada de Siria, en la campaña de Siria-Líbano. La Habforce se puso en marcha el 21 de junio y rodeó Palmyra. El 28 capturó el fuerte francés de Seba' Biyar, cuya pequeña guarnición se rindió sin disparar un solo tiro, y al día siguiente ocupó Sukhna. La mañana del 1 de julio, Sukhna fue atacada por la 2ª Compañía Ligera del Desierto de Vichy. Las unidades de la Legión Árabe estaban reforzadas por un escuadrón del Regimiento de Caballería Household de la 4ª Brigada de Caballería y, tras una rápida pero dura batalla, los franceses se replegaron y terminaron atrapados en un valle donde acabaron por rendirse. Aunque no fue ni de lejos la batalla más grande de la guerra, su consecuencia principal fue que la 3ª Compañía Ligera del Desierto perdió su espíritu combativo y decidió entregar Palmyra el 2 de julio.;;;;;;;;;x
EVTNAME790;Disastrous Battle of Leningrad;;Verlorene Schlacht von Leningrad;;Batalla de Leningrado (desastre);;;;;;;;;x
EVTDESC790;We have lost the battle of Leningrad!\n\nThe Siege of Leningrad took place from 8 September 1941 to 27 January 1944. It was one of the longest and most destructive sieges in history and the most costly in terms of casualties. It caused the greatest destruction and the largest loss of life ever known in a modern city. Most of the palaces of the Tsars and other historic landmarks located outside the city's defensive perimeter were looted and then destroyed. A number of factories, schools, hospitals and other civil infrastructure were destroyed by air raids and long-range artillery bombardment. The siege resulted in the deaths of up to 1,500,000 soldiers and civilians and the evacuation of 1,400. Civilians in the city suffered from extreme starvation. In January-February of 1942 about 7000 - 10 000 citizens died every day, most of them from hunger.;;Wir haben die Schlacht von Leningrad verloren!\n\nDie Belagerung von Leningrad dauerte vom 8. September 1941 bis zum 27. Jänner 1944. Sie war eine der längsten und zerstörerischten Belagerungen der Geschichte und die mit den meisten Verlusten. Sie kostete die meiste Zerstörung und die größten Verluste in einer modernen Stadt. Die meisten Zarenpaläste und andere historische Gebäude außerhalb des Verteidigungsringes wurden geplündert und zerstört. Eine Anzahl von Fabriken, Schulen, Spitäler und andere zivile Einrichtungen wurden durch Luftantriffe oder Artillerie vernichtet. Die Belagerung führte zum Tod von bis zu 1,5 Millionen Soldaten und Zivilisten und der Evakuierung von 1,4 Millionen. Zivilisten in der Stadt hungerten. Im Jänner-Februar 1941 starben etwa 7000-10000 Menschen jeden Tag, die meisten davon am Hunger.;;¡Hemos perdido la batalla de Leningrado!\n\nEl asedio de Leningrado tuvo lugar entre el 8 de septiembre de 1941 y el 27 de enero de 1944. Fue uno de los asedios más largos y destructivos de la historia, así como el más costoso en términos de bajas. Provocó más destrucción y mayor número de bajas que ninguna otra batalla en una ciudad moderna. La mayoría de los palacios de los zares y otros edificios históricos del perímetro defensivo de la ciudad fueron saqueados y luego destruidos. Gran número de fábricas, escuelas, hospitales y otras infraestructuras civiles fueron destruidas por ataques aéreos y bombardeos artilleros de largo alcance. En el asedio murieron cerca de 1.500.000 soldados y civiles y se produjo la evacuación de otras 1.400.000 personas. Los civiles que se quedaron en la ciudad pasaron terribles penurias. Entre enero y febrero de 1942, entre 7.000 y 10.000 de ellos morían todos los días, principalmente de hambre.;;;;;;;;;x
EVTNAME791;Disastrous Battle of Iwo Jima;;Verlorene Schlacht von Iwo Jima;;Batalla de Iwo Jima (desastre);;;;;;;;;x
EVTDESC791;We have lost the battle of Iwo Jima!\n\nThe Battle of Iwo Jima took place from February 19 to March 26, 1945. The United States fought for and captured Iwo Jima from Japan. The Japanese positions on the island were heavily fortified, with vast bunkers, hidden artillery, and 18 km of underground tunnels. The Americans were covered by extensive naval and air support, capable of putting an enormous amount of firepower onto the Japanese positions. The U.S. invasion was charged with the mission of capturing the two airfields on Iwo Jima. Despite heavy fighting and casualties on both sides, Japanese defeat was assured from the start. The Americans possessed an overwhelming superiority in arms and numbers - this, coupled with the impossibility of Japanese retreat or reinforcement, ensured that there was no plausible scenario in which the United States could have lost the battle.;;Wir haben die Schlacht von Iwo Jima verloren!\n\nDie Schlacht von Iwo Jima fand vom 19. Februar bis 26. März 1945 statt. Die USA nahmen die Insel von Japan ein, die mit starken Befestigungen, unterirdischen Gängen von 18km Länge, versteckten Artilleriestellungen und anderen Positionen durchzogen war. Unter starkem Luft- und Seebeschuss überlebten nur 216 der 18000 japanischen Verteidiger. Der Ausgang der Schlacht war aufgrund der übermächtigen Stärke der US Truppen nie in Frage gestellt.;;¡Hemos perdido la batalla de Iwo Jima!\n\nLa batalla de Iwo Jima tuvo lugar entre el 19 de febrero y el 26 de marzo de 1945. Los Estados Unidos se enfrentaron a Japón por la posesión de esta isla y lograron arrebatársela. Las posiciones japonesas contaban con amplias fortificaciones, vastos sistemas de búnkeres, artillería oculta y 10 Km. de túneles subterráneos. Los estadounidenses contaban con importante apoyo aeronaval, capaz de descargar una ingente potencia de fuego contra las posiciones nipona. Las fuerzas de invasión estadounidenses tenían la misión de capturar los dos aeródromos de la isla. A pesar de la encarnizada lucha y de las importantes bajas por ambos bandos, la derrota japonesa estaba garantizada desde el principio. Los americanos contaban con una abrumadora superioridad en efectivos y equipo, lo que, sumado a la imposibilidad de que los japoneses recibieran refuerzos o se retiraran, hacía que no existiera ningún escenario plausible de derrota de los Estados Unidos.;;;;;;;;;x
EVTNAME792;Disastrous Battle of Dakar;;Verlorene Schlacht von Dakar;;Batalla de Dakar (desastre);;;;;;;;;x
EVTDESC792;We have lost the battle of Dakar!\n\nThe Battle of Dakar was an unsuccessful attempt in September 1940 by the Allies to capture the strategic port of Dakar in French West Africa. The Allies decided to send a naval force of an aircraft carrier, two battleships, five cruisers, and ten destroyers to Dakar. The Allied fleet attacked the coastal defences, and the Vichy forces defended them. Overall, the Battle of Dakar did not go well for the Allies. The Vichy forces did not back down. During most of this conflict, bombers of the Vichy French Air Force based in North Africa bombed the British base at Gibraltar. On September 24 about 50 aircraft dropped 150 bombs while on September 25 about 100 aircraft dropped 300 bombs on the harbor and dockyards. Most of the bombs missed. Some damage but few casualties were caused. Finally, the Allies withdrew, leaving Dakar and French West Africa in Vichy hands.;;Wir haben die Schlacht von Dakar verloren!\n\nDie Schlacht von Dakar war ein fehlgeschlagener Versuch der Alliierten im September 1940 den strategischen Hafen von Dakar an der westafrikanischen Küste zu erobern. Die Alliierten entsandten einen Träger, 2 Schlachtschiffe, 5 Kreuzer und 10 Zerstörer. Die Vichy-Verteidiger lehnten die Übergabe ab und konnten erfolgreich alle Angriffe abwehren, bis die Alliierten schließlich aufgaben und ihre Flotte zurückzogen.;;¡Hemos perdido la batalla de Dakar!\n\nLa batalla de Dakar fue un intento fallido realizado por los Aliados en septiembre de 1940 de capturar el estratégico puerto de Dakar, en el África Occidental Francesa. Los Aliados decidieron enviar un contingente naval formado por un portaaviones, dos acorazados, cinco cruceros y diez destructores a Dakar. La flota Aliada atacó las defensas costeras y las fuerzas de Vichy respondieron al fuego. En conjunto, la batalla de Dakar no fue bien para los Aliados. Las fuerzas de Vichy no se replegaron. Durante la mayor parte del conflicto, los bombarderos de las Fuerzas Aéreas de la Francia de Vichy con bases en el norte de África atacaron la base británica de Gibraltar. El 24 de septiembre, unos 50 aviones lanzaron 150 bombas y al día siguiente, el número de aparatos y bombas utilizadas sobre el puerto y los muelles se duplicó. La mayoría de las bombas fallaron. Hubo algunos daños, pero apenas bajas. Finalmente, los Aliados se retiraron y tanto Dakar como el África Occidental Africana quedaron en manos de Vichy.;;;;;;;;;x
EVTNAME793;Disastrous Battle of Nanchang;;Verlorene Schlacht von Nanchang;;Batalla de Nanchang (desastre);;;;;;;;;x
EVTDESC793;We have lost the battle of Nanchang!\n\nThe Battle of Nanchang was the first major conflict to occur following the Chinese defeat at the Battle of Wuhan. Nanchang was a railway center, the major supply line between the 3rd and 9th Military Regions, and site of the airbase threatening Japanese shipping in Yangtze River. By March 27, Nanchang had fallen after being surrounded and put under siege by Japanese forces. During a period lasting until the end of April some Japanese forces were moved to support operations in other areas. This weakening of available Japanese manpower had consequences. On April 21, a surprise attack by the forces of the 3rd and 9th Military Regions allowed for a breakthrough by the 32nd Army Group that allowed a Chinese spearhead to reach the outer area of Nanchang in 5 days. However, under heavy attack from Japanese Aviation and facing a Japanese garrison re-enforced by components of the Navy they were unable to lay an effective siege and retreated on May 9.;;Wir haben die Schlacht von Nanchang verloren!\n\nDie Schlacht von Nanchang war das erste große Gefecht nach der chinesischen Niederlage in der Schlacht von Wuhan. Nanchang war ein Eisenbahnzentrum sowie ein wichtiger Luftstützpunkt für Angriffe auf die japanische Schifffahrt auf dem Jangtze. Am 27. März war die Stadt gefallen, nachdem sie von japanischen Truppen eingeschlossen und belagert wurde. Bis April wurden einige japanische Truppen verlegt und so konnten die Chinesen durch einen überaschenden Gegenangriff die Stadt ihrerseite einschließen, wurden jedoch von der starken Garnison und der japanischen Luftüberlegenheit zurückgeschlagen und mussten am 9. Mai zurückweichen.;;¡Hemos perdido la batalla de Nanchang!\n\nLa batalla de Nanchang fue el primer enfrentamiento armado importante sucedido tras la derrota china en la batalla de Wuhan. Nanchang era un centro ferroviario, la principal vía de abastecimiento entre las Regiones Militares 3ª y 9ª, así como el emplazamiento de la base aérea que amenazaba los transportes japoneses a lo largo del río Yangtze. El 27 de marzo, Nanchang había caído, tras ser rodeada y asediada por las fuerzas niponas. Durante un periodo que se prolongó hasta finales de abril, los japoneses enviaron algunas tropas para apoyar sus operaciones en otras zonas Este debilitamiento de sus recursos no quedó sin consecuencias. El 21 de abril, un ataque sorpresa llevado a cabo por fuerzas de las Regiones Militares 3ª y 9ª permitió que el 32º Grupo de Ejércitos atravesara las posiciones japonesas y llegara a los alrededores de Nanchang en cuestión de 5 días. Sin embargo, los intensos ataques de la aviación japonesa y el refuerzo de la guarnición por parte de unidades de la Marina impidieron que las unidades chinas pudieran asediar la ciudad de manera efectiva y acabaron por retirarse el 9 de mayo.;;;;;;;;;x
EVTNAME794;Disastrous First Battle of Guam;;Verlorene erste Schlacht von Guam;;Primera batalla de Guam (desastre);;;;;;;;;x
EVTDESC794;We have lost the first battle of Guam!\n\nThe First Battle of Guam took place from December 8 to December 10, 1941 between Japanese and American forces. On December 8, Japanese aircraft from Saipan attacked Guam. On December 10, the 5th Company landed on Dungcas Beach on Agana Bay north of Agana, attacked and quickly captured the Insular Force Guard in Agana. It then advanced on Piti moving toward Sumay and the Marine Barracks. The South Seas Detachment began landing on the north flank of Tumon Bay on the upper northwest coast and moved towards Agana. The principal engagement took place on Agana's Plaza de Espana when a few Marines and Insuler Force Guardsmen fought with the 5th Company. After token resistance, the Marines and Governor McMillin surrendered. No further fighting took place, but a few skirmishes took place all over the island before news of the surrender spread and the rest of the island forces surrendered as well.;;Wir haben die erste Schlacht von Guam verloren!\n\nDie erste Schlacht von Guam fand am 8. Dezember 1941 statt als zuerst japanische Flugzeuge von Saipan die amerikanische Insel angriffen und am 10. landeten die ersten japanischen Truppen in der Aganabucht. Nach geringem Widerstand durch US Marines kapitulierte Governor McMillin offiziell.;;¡Hemos perdido la primera batalla de Guam!\n\nLa primera batalla de Guam, librada entre el 8 y el 10 de diciembre de 1941, enfrentó a las fuerzas del Imperio del Japón con tropas estadounidenses. El 8 de diciembre, aviones japoneses con base en Saipan atacaron Guam. El 10 de diciembre, la 5ª Compañía desembarcó en la playa de Dungcas, en la bahía Agana, al norte de Agana, donde atacó y venció rápidamente a la Guardia Insular. A continuación avanzó hacia Piti moviéndose hacia Sumay y los barracones de los Marines. El Destacamento de los Mares del Sur desembarcó en el flanco norte de la bahía de Tumon, en la costa noroeste, y avanzó hacia Agana. El principal enfrentamiento tuvo lugar en la Plaza de España de Agana, donde un puñazo de marines y miembros de la Guardia Insular hicieron frente a la 5ª Compañía. Tras una resistencia testimonial, los marines y el gobernador McMillin se rindieron. Los enfrentamientos habían cesado, pero todavía hubo algunas escaramuzas antes de que la noticia de la rendición se propagara al resto de la isla.;;;;;;;;;x
EVTNAME795;Disastrous Second Battle of Guam;;Verlorene zweite Schlacht von Guam;;Segunda batalla de Guam (desastre);;;;;;;;;x
EVTDESC795;We have lost the second battle of Guam!\n\nThe Second Battle of Guam took place from July 21 to August 8, 1944 and was the American capture of the Japanese held island of Guam during the Pacific campaign of World War II. On July 21 the Americans landed on both sides of the Orote peninsula on the western side of Guam. Japanese counter-attacks were made throughout the first few days of the battle, mostly at night, using infiltration tactics. Several times they penetrated the American defences and were driven back with heavy loss of men and equipment. The counterattacks around the American beachheads had exhausted the Japanese. At the start of August they were running out of food and ammunition and had only a handful of tanks left. After an engagement at Mount Barrigada from August 2 to August 4, the Japanese line collapsed and the rest of the battle was a pursuit to the north. As in other battles of the Pacific War, the Japanese refused to surrender, and almost all were killed.;;Wir haben die zweite Schlacht von Guam verloren!\n\nDie zweite Schlacht von Guam fand zwischen 21. Juli bis 8. August 1944 statt und beschreibt die amerikanische Landung auf die japanisch besetzte Insel. Nach der Landung der Amerikaner führten die Japaner fast jede Nacht Gegenangriffe durch und durchstießen dabei häufig die US Linien, wurden jedoch jeweils unter hohen Verlusten zurückgeschlagen. Anfang August waren die Japaner fast ohne Nahrung und Munition und hatten nur mehr eine Handvoll Panzer. Wie in den anderen Schlachten im Pazifik lehnten die Japaner aber bis zuletzt jede Kapitulation ab und fast alle starben.;;¡Hemos perdido la segunda batalla de Guam!\n\nLa segunda batalla de Guam tuvo lugar entre el 21 julio y el 8 de agosto de 1944 y supuso la captura por parte de los estadounidenses de la isla de Guam durante la campaña del Pacífico en la Segunda Guerra Mundial. El 21 julio, los norteamericanos desembarcaron a ambos lados de la península de Orote, en el lado occidental de Guam. Durante los primeros días de la batalla, los japoneses lanzaron varios contraataques, principalmente de noche y empleando tácticas de infiltración. En varias ocasiones lograron atravesar las defensas americanas, pero fueron repelidos con grandes pérdidas en hombres y equipo. Estos contraataques contra las cabezas de playa enemigas los dejaron exhaustos. A comienzos de agosto se les estaban agotando las municiones y las provisiones y solo les quedaban un puñado de tanques. Tras un enfrentamiento en el monte Barrigada entre el 2 y el 4 de agosto, la línea japonesa se desmoronó y el resto de la batalla fue una persecución en dirección norte. Como en otras batallas de la campaña del Pacífico, los japoneses se negaron a rendirse y la mayoría acabaron muertos.;;;;;;;;;x
EVTNAME796;Disastrous Battle of Rabaul;;Verlorene Schlacht von Rabaul;;Batalla de Rabaul (desastre);;;;;;;;;x
EVTDESC796;We have lost the battle of Rabaul!\n\nThe Battle of Rabaul took place in January and February 1942. In January 1942, Rabaul came under attack by large numbers of Japanese carrier based aircraft. On 21 January, eight Wirraways attacked a formation of 109 Japanese aircraft, three RAAF planes were shot down, two crash-landed, and another was damaged. As a result of the intense air attacks, Australian coastal artillery was destroyed and Australian infantry were withdrawn from Rabaul itself. Rabaul became the biggest Japanese base in New Guinea. The Australians tried to restrict its development soon after its capture by a bombing counter attack in March. In December 1943, during the Battle of Cape Gloucester, U.S. Marines landed in western New Britain and consequent Allied operations on New Britain gradually restricted the Japanese force to Rabaul. However, a large number of Japanese personnel remained in Rabaul until the Japanese surrender in August 1945.;;Wir haben die Schlacht von Rabaul verloren!\n\nDie Schlacht von Rabaul fand im Jänner und Februar 1942 statt, als die Stadt von japanischen Flugzeugen intesiv bombardiert wurde und dadurch die australischen Truppen zum Rückzug gezwungen wurden. Rabaul wurde zur größten japanischen Basis in Neuguinea.US Marines landeten im Westen von Neubrittanien und drängten die Japaner langsam auf Rabaul zurück, jedoch konnten sie die Basis selbst bis zur Kapitulation im August 1945 halten.;;¡Hemos perdido la batalla de Rabaul!\n\nLa batalla de Rabaul tuvo lugar en enero y febrero de 1942. En enero de 1942, Rabaul fue atacado por un gran número de aviones japoneses lanzados desde portaaviones. El 21, ocho Wirraways atacaron una formación de 109 aparatos japoneses. Tres aviones de la RAAF fueron derribados, otros dos se estrellaron al aterrizar y uno más sufrió daños. Como consecuencia de los intensos ataques aéreos, la artillería costera australiana fue destruida y la infantería tuvo que evacuar el propio Rabaul. Rabaul se convirtió así en la principal base japonesa en Nueva Guinea. Los australianos trataron de mermar su operatividad poco después de su captura con una campaña de ataques aéreos en marzo. En diciembre de 1943, durante la batalla del cabo de Gloucester, los marines estadounidenses desembarcaron en la Nueva Bretaña Occidental e iniciaron una serie de operaciones Aliadas que fueron restringiendo gradualmente el radio de operación de los japoneses hasta la propia Rabaul. Sin embargo, gran cantidad de personal nipón permaneció en Rabaul hasta la rendición japonesa, en agosto de 1945.;;;;;;;;;x
EVTNAME797;Disastrous First Battle of Changsha;;Verlorene erste Schlacht von Changsha;;Primera batalla de Changsha (desastre);;;;;;;;;x
EVTDESC797;We have lost the first battle of Changsha!\n\nThe First Battle of Changsha took place from September 17, 1939 to October 6, 1939 and was the first attempt by Japan to take the city of Changsha, China. The Japanese launched the attacks on September 17, when their forces in northern Jiangxi attacked westward toward Henan. However, the Japanese stretched too far out westward and were counter-attacked by Chinese forces from the south and the north, forcing them to retreat eastward. On September 23 the Japanese drove the Chinese out of the Sinchiang river area. Heavy fighting continued after the 23rd and the Chinese retreated southward to attract the Japanese while supporting battalions arrived on the east and the west for encirclement maneuver. On September 29 the Japanese reached the outskirts of Changsha. However, they were unable to conquer the city because the Chinese cut off their supply lines. By October 6 the Japanese forces at Changsha were decimated while the remnants retreated northward.;;Wir haben die erste Schlacht von Changsha verloren!\n\nDie erste Schlacht von Changsha fand vom 17. September bis 6. Oktober 1939 statt und war der erste japanische Versuch, die Stadt einzunehmen. Japanische Truppen im Norden von Jiangxi griffen westlich in Richtung Henan an. Jedoch stießen sie zu weit vor und wurden durch einen chinesischen Gegenangriff zurückgeschlacgen. Ein zweiter Angriff erreichte den Rand von Changsha, jedoch wurden die japanischen Nachschublinien abgeschnitten und die Japaner mussten sich nach schweren Verlusten zurückziehen.;;¡Hemos perdido la primera batalla de Changsha!\n\nLa primera batalla de Changsha, librada entre el 17 de septiembre de 1939 y el 6 de octubre de 1939, fue el primer intento japonés de tomar la ciudad china del mismo nombre. Los japoneses iniciaron sus ataques el 17 de septiembre, cuando sus fuerzas el norte de Jiangxi avanzaron en dirección a Henan, al oeste. Sin embargo, estiraron demasiado sus líneas y fueron sorprendidos por contraataques chinos desde el sur y el norte, que los obligaron a retroceder. El 23 de septiembre los japoneses expulsaron a los chinos de la zona del río Sinchiang. Los fuertes combates continuaron hasta el 23, cuando los chinos se retiraron hacia el sur para atraer a los japoneses, al tiempo que reforzaban los batallones llegados al este y al oeste para ejecutar una maniobra de embolsamiento. El 29 de septiembre, los japoneses llegaron a las afueras de Changsha. Sin embargo, fueron incapaces de conquistar la ciudad, porque los chinos les cortaron las líneas de abastecimiento. El 6 octubre, las fuerzas niponas en Changsha resultaron diezmadas y los supervivientes tuvieron que retirarse hacia el norte.;;;;;;;;;x
EVTNAME798;Disastrous Second Battle of Changsha;;Verlorene zweite Schlacht von Changsha;;Segunda batalla de Changsha (desastre);;;;;;;;;x
EVTDESC798;We have lost the second battle of Changsha!\n\nThe Second Battle of Changsha took place from September 6 to October 8, 1941 and was Japan's second attempt in taking the city of Changsha. The battle started when a small Chinese guerrilla force clashed with the Japanese 6th Division in the mountains southeast of Yueyang on September 6th. On the 17th, the Japanese crossed the Sinchiang River at four points and made rapid advances, crossing the Milo River on the 19th. The main Chinese force avoided confronting the enemy but marched in a parallel fashion flanking the Japanese trail southward. The Chinese and the Japanese army reached the Laotao River regions for an inevitable battle. On September 27th, several hundred Japanese troops in plain clothes reached the north gate of Changsha but were unable to sabotage the city defences, leading to heavy fighting on the 28th. Unable to overcome the defenders, the Japanese began a general retreat back to the Yueyang region on September 30th.;;Wir haben die zweite Schlacht von Changsha verloren!\n\nDie zweite Schlacht von Changsha fand vom 6. September bis 8. Oktober 1941 statt und war der zweite japanische Versuch, die Stadt zu erobern. Eine kleine chinesische Guerilliaeinheit startete ein Gefecht mit der japanischen 6. Division in den Bergen südöstlich von Yueyang. Am 17. September überquerten die Japaner den Fluss Sinchiang an 4 verschiedenen Stellen und stießen rasch vor. Die Hauptkräfte der Chinesen griffen die Japaner nicht direkt an, sondern marschierten an ihren Flanken parallel zum Vormarsch, bis es bei der Stadt Changsha zur Schlacht kam. Die Japaner zogen sich zurück, nachdem sie nicht in der Lage waren, den Verteidigungsring um die Stadt zu durchbrechen.;;¡Hemos perdido la segunda batalla de Changsha!\n\nLa segunda batalla de Changsha, entre el 6 de septiembre y el 8 de octubre de 1941, representó el segundo intento japonés por tomar la ciudad de Changsha. La batalla comenzó cuando un pequeño contingente partisano chino chocó con la 6ª División japonesa en las montañas del sudeste de Yueyang el 6 de septiembre. El 17, los japoneses cruzaron el Sinchiang en cuatro puntos y realizaron rápidos avances que los llevaron a cruzar el Milo el 19. El contingente chino principal evitó la confrontación con el enemigo y prefirió marchar hacia el sur siguiendo un camino paralelo al de los japoneses. Ambos ejércitos llegaron a la región del río Laotao convencidos de que la batalla era inevitable. El 27 de septiembre, varios centenares de japoneses vestidos de civiles llegaron a la puerta norte de Changsha, pero fueron incapaces de sabotear las defensas de la ciudad y el 28 se produjeron fuertes enfrentamientos. Incapaces de derrotar a los defensores, los japoneses iniciaron una retirada hacia la región de Yueyang el 30 de septiembre.;;;;;;;;;x
EVTNAME799;Disastrous Third Battle of Changsha;;Verlorene dritte Schlacht von Changsha;;Tercera batalla de Changsha (desastre);;;;;;;;;x
EVTDESC799;We have lost the third battle of Changsha!\n\nThe Third Battle of Changsha was the third attempt by the Japanese to invade the Chinese province of Hunan. In June 1944 the Japanese deployed 360,000 troops to invade Changsha. On 27th May,1944, the Japanese 11th Army launched the 1944 general offensive toward Changsha as scheduled. The Japanese flanked the Chinese troops defending Changsha and cut off their possible retreat routes, and placed some secondary divisions in charge of attacking Changsha. The Chinese attempted to use the previous tactic of avoid direct contact by marching in parallel fashion to flank the Japanese, but were unable to encircle the enemy like before and had to retreat. This allowed IJA to rapidly ransack the city of Changsha, breaking the defences of the infantry within the city, as well as neutralizing the Chinese artillery on Yuelu Mountain, and Changsha was quickly lost to the Japanese.;;Wir haben die dritte Schlacht von Changsha verloren!\n\nDie dritte Schlacht von Changsha war der dritter japanische Versuch, die chinesische Provinz von Hunan einzunehmen. Im Juni 1944 griffen 360000 Japaner die Stadt Changsha an und am 27. Mai startete die japanische 11. Armee die Offensive. Die chinesischen Verteidiger wurden umgangen und eigekreist. Die Chinesen versuchten, wie in der 2. Schlacht die Japanischen Angriffstruppen zu flankieren, konnten dies jedoch nicht erreichen und mussten sich zurückziehen. Die Japaner nahmen daraufhin die Stadt ein.;;¡Hemos perdido la tercera batalla de Changsha!\n\nLa tercera batalla de Changsha fue el tercer intento por parte japonesa de invadir la provincia china de Hunan. En junio de 1944, los japoneses desplegaron 360.000 tropas para atacar Changsha. El 27 de mayo, el 11º Ejército japonés inició una ofensiva general en dirección a Changsha, conforma a lo establecido. Tras flanquear las posiciones defensivas chinas en Changsha y cortar sus posibles líneas de retirada, los japoneses encomendaron el ataque contra Changsha a varias divisiones secundarias. Los chinos trataron de utilizar la misma táctica que en anteriores ocasiones, evitar la confrontación con los japoneses y marchar en paralelo con ellos, pero fueron incapaces de cercar al enemigo y tuvieron que retirarse. Esto permitió al IJA ocupar rápidamente la ciudad de Changsha, romper las defensas de infantería de la ciudad y neutralizar la artillería china de las montañas de Yuelu, lo que dejó la ciudad en sus manos.;;;;;;;;;x
bzura_battle_won;Battle of Bzura;;Verlorene an der Bzura;;Batalla de Bzura;;;;;;;;;x
desc_bzura_battle_won;We have won the battle of Bzura;;Wir haben die Schlacht an der Bzura gewonnen;;Hemos ganado la batalla de Bzura;;;;;;;;;x
kobryn_battle_won;Battle of Kobryn;;Schlacht bei Kobryn;;Batalla de Kobryn;;;;;;;;;x
desc_kobryn_battle_won;We have won the battle of Kobryn;;Wir haben die Schlacht bei Kobryn gewonnen.;;Hemos ganado la batalla de Kobryn;;;;;;;;;x
tomazovlubelski_battle_won;Battle of Tomazov-Lubelski;;Schlacht bei Tomazov-Lubelski;;Batalla de Tomazov-Lubelski;;;;;;;;;x
desc_tomazovlubelski_battle_won;We have won the battle of Tomazov-Lubelski.;;Wir haben die Schlacht bei Tomazov-Lubelski gewonnen.;;Hemos ganado la batalla de Tomazov-Lubelski.;;;;;;;;;x
kock_battle_won;Battle of Kock;;Schlacht bei Kock;;Batalla de Kock;;;;;;;;;x
desc_kock_battle_won;We have won the battle of Kock;;Wir haben die Schlacht bei Kock gewonnen.;;Hemos ganado la batalla de Kock;;;;;;;;;x
stalingrad_battle_won;Battle of Stalingrad;;Schlacht bei Stalingrad;;Batalla de Stalingrado;;;;;;;;;x
