tut_menu_1;Basic Concepts;Concepts de base;Grundkonzepte;;Básico;;;;;;;;;x
tut_1a_19;It is starting to worry you, the little man is starting to make sense, although the painting still looks terrible. He quickly moves on, “These icons represents resources that are produced by your country as opposed to the natural resources that are extracted from the land.”;Cela commence à vous inquiéter, le petit homme commence à dire des choses sensées, même si ses toiles sont toujours horribles. Il poursuit rapidement : « Ces icônes représentent les ressources produites par notre pays par opposition aux ressources naturelles. »;So langsam werden Sie unruhig: Was der kleine Mann sagt, macht immer mehr Sinn, obwohl das Gemälde immer noch wirklich scheußlich aussieht. Er fährt fort, “Diese Schaltflächen repräsentieren Ressourcen, die Ihre Nation produziert, im Gegensatz zu den natürlichen Ressourcen, die das Land hergibt.”;;Las palabras del hombrecillo comienzan a cobrar sentido. Sin embargo, el cuadro sigue teniendo mala pinta. “Estos iconos representan los recursos que se producen en tu país, a diferencia de los recursos naturales que se extraen de la tierra”.;;;;;;;;;x
tut_1a_20;Supplies represent most of the things your armies need to fight a war, such as ammunition, food and clothing. The more units you have the more supply you will consume. Should you run out of supply your units will start to loose strength and fighting efficiency. Supply is produced by your industry.;Les ravitaillements comprennent la plupart des choses dont votre armée a besoin pour mener une guerre, comme les munitions, la nourriture, les vêtements. Plus vous possédez d'unités, plus elles consommeront de ravitaillement. Si vous manquez de matériel, vos unités perdront de la force et de l'efficacité au combat. Le ravitaillement est produit par vos industries.;Nachschub ist fast alles, was Ihre Armeen zum Kämpfen brauchen: Munition, Nahrung, Kleidung etc. Je mehr Einheiten Sie haben, desto mehr Nachschub verbrauchen Sie. Wenn der Nachschub ausbleibt, verlieren Ihre Einheiten an Stärke und Kampfeffizienz. Nachschub wird von Ihrer Industrie produziert.;;Los suministros son la mayoría de las cosas que tus ejércitos necesitan para librar una guerra, ya sean municiones, alimentos o ropa. Cuantas más unidades tengas, más suministros consumirás. Si te quedas sin suministros, tus unidades comenzarán a perder fuerza y eficacia en el combate. Tu industria produce los suministros.;;;;;;;;;x
tut_1a_21;Fuel is the lifeblood of mechanised war. Fuel in converted from oil at a fixed rate, this rate can be improved via technology;Le carburant constitue l'élément vital de la guerre mécanisée. Le carburant provient du pétrole raffiné à un taux déterminé, qui peut être amélioré via des améliorations technologiques.;Treibstoff ist das Herzblut  des maschinisierten Krieges. Erdöl wird mit einer festgelegten Rate zu Treibstoff umgewandelt. Diese Rate kann durch Technologie beschleunigt werden.;;El combustible es la esencia vital de la guerra mecanizada. El combustible se refina a partir del petróleo a un ritmo fijo. Este ritmo se puede aumentar con tecnología.;;;;;;;;;x
tut_1a_22;Money is used to buy goods on the world market. You get money by producing Consumer Goods (and bought your population) or selling goods to other nations.;L'argent sert à acheter des biens sur le marché mondial. Vous vous procurez de l'argent en produisant des biens de consommation (achetés par votre population) ou en vendant des biens aux autres pays.;Geld wird zum Erwerb von Gütern auf dem Weltmarkt verwendet. Sie verdienen Geld durch die Produktion von Konsumgütern (und deren Erwerb durch Ihre Bevölkerung) oder den Verkauf von Gütern an andere Länder.;;El dinero se utiliza para comprar mercancías en el mercado mundial. Consigues dinero al producir bienes de consumo (lo que además contenta a la población) o al vender bienes a otra naciones.;;;;;;;;;x
tut_2a_1;Diplomatic Screen;Écran diplomatique;Diplomatiebildschirm;;Pantalla diplomática;;;;;;;;;x
tut_2a_2;After some of the more interesting views expressed in the previous chapter you are rather surprised to see that your guide is back to explain the joys of diplomacy. However it seems diplomacy has some place in the twisted mind that produces those strangely bad paintings.\n“First you access the diplomacy screen by clicking here”, strangely enough he points at the button marked diplomacy.;Après quelques uns des intéressants énoncés du chapitre précédent, vous êtes plutôt surpris de voir que votre guide est de retour pour vous expliquer les joies de la diplomatie. Toutefois il semble que la diplomatie occupe une certaine place dans cet esprit tordu qui produit des croûtes étrangement mauvaises.\n» Premièrement, vous accédez à l'écran diplomatique en cliquant ici » assez bizarrement, il indique le bouton marqué diplomatie.;Nach den teilweise doch recht krausen Ansichten, die er im letzten Kapitel zum Besten gab, sind Sie nun überrascht, dass sich Ihr Berater nun über die Vorzüge der Diplomatie auslässt. Doch die Diplomatie scheint in der Tat einen gewissen Platz einzunehmen in seinem verdrehten Hirn, das diese garstigen Gemälde produziert.\n“Zuerst gehen Sie in den Diplomatiebildschirm, indem Sie hier klicken”, sagt er und zeigt auf die mit  ‘Diplomatie’ gekennzeichnete Schaltfläche.;;Después de los fascinantes aspectos expresados en el capítulo anterior, te sorprende bastante el hecho de que tu guía vuelva atrás para explicar los encantos de la diplomacia. Por lo visto, la diplomacia ocupa un cierto lugar en la mente retorcida que produce esos cuadros tan malos y extraños.\n“En primer lugar, accedes a la pantalla de diplomacia haciendo clic aquí”. Extrañamente señala al botón marcado como diplomacia.;;;;;;;;;x
tut_2a_3;Relations;Relations;Beziehungen;;Relaciones;;;;;;;;;x
tut_2a_4;He now points to the country list, “The first thing you should notice in this screen is the list of nations in the world and how much they threaten you. Also notice it gives a list of resources you have in supply and need. This is handy if you wish to trade, but more importantly it tells you which countries to invade and take what you need.”;Maintenant, il montre la liste des pays. « La première des choses à remarquer sur cet écran est la liste des pays du monde et à quel degré ils vous menacent. Notez bien qu'il donne une liste des ressources que vous possédez et dont vous avez besoin. C'est pratique si vous voulez faire du commerce, mais plus important encore, elle vous indique quels pays envahir pour y prendre ce dont vous avez besoin. »;Jetzt zeigt er auf die Länderliste, “Das Erste, was Ihnen in diesem Bildschirm auffallen sollte, ist die Liste aller Nationen der Erde und ihre jeweilige Bedrohung für Ihr Land. Hier finden Sie auch eine Liste mit Ressourcen, die Sie besitzen bzw. benötigen. Dies ist sehr praktisch für den Handel, aber noch wichtiger, weil es Ihnen zeigt, welche Länder Sie erobern sollten, um sich ihre Ressourcen zu holen.”;;Ahora señala a la lista de países. “La primera cosa que debes mirar en esta pantalla es la lista de naciones del mundo y la amenaza que suponen para ti. Observa que también te proporciona una lista de recursos de los que tienes suministro o necesidad. Esto es útil si lo que deseas es comerciar, pero lo más importante es que te dice qué países son los que debes invadir para tomar lo que necesitas”.;;;;;;;;;x
tut_2a_5;Factions;Factions;Fraktionen;;Facciones;;;;;;;;;x
tut_2a_6;He points to the faction screen, you wonder which way he is going to spin this one and will he save sometime soon? “Look carefully you can see the three factions who fight for influence, this is important.”;Il indique l'écran des factions. Vous vous demandez comment il va se sortir de celui-ci et s'il va bientôt se calmer. « Regardez attentivement, vous pouvez voir les trois factions qui luttent entre elles pour exercer leur influence, c'est important. »;Er zeigt auf den Fraktionenbildschirm, und Sie fragen sich, wie er das wohl jetzt drehen wird, und ob er wohl bald mal endlich speichert? “Schauen Sie genau hin, Sie sehen hier die drei um Einfluss kämpfenden Fraktionen. Dies ist sehr wichtig!”;;Señala hacia la pantalla de facción y te preguntas de qué forma va a comentarla y si esta vez será más breve. “Observa atentamente. Estas son las tres facciones que luchan por obtener influencia. Esto es importante”.;;;;;;;;;x
tut_2a_6a;Allies - The weak and spineless forces of democracy and the preservers of status quo.:;Alliés – Les forces démocratiques faibles, sans épine dorsale et tenantes du statu quo.;Alliierte – Die schwächlichen, rückgratlosen Kräfte der Demokratie und die Bewahrer des Status quo.:;;Aliados. Las fuerzas de la democracia, débiles y carentes de empuje, y los preservadores del status quo.;;;;;;;;;x
tut_2a_6b;"Axis - The ""have nots"", the autocratic nations that are just waiting for the right leader to lead them to their destiny.";Axe – « Les démunis », les pays à régime autocratique qui attendent seulement le bon chef pour accomplir leur destin.;Achsenmächte – Die Habenichtse, die autokratischen Nationen, die bloß auf den richtigen Mann warten, der ihre Geschicke lenkt.;;"Eje. Los que ""no tienen nada que perder"", las naciones autocráticas que solo esperan al líder adecuado para que los conduzca a su destino.";;;;;;;;;x
tut_2a_6c;Commintern - The embodiment of all that is evil and the international proletariat led by the Soviet Union.:;Komintern – L'incarnation du mal et du prolétariat international sous la coupe de l'Union Soviétique.;Komintern - Die Verkörperung alles Bösen und das internationale Proletariat unter der Führung der Sowjetunion.:;;Commintern. La personificación de todo lo que es malvado y del proletariado internacional liderado por la Unión Soviética.;;;;;;;;;x
tut_2a_7;You begin to suspect that the strange little man may in fact be a bit biased, you start to wonder what they were thinking when they picked him. If it was nothing to do with information then it was perhaps for the sheer comedy value of some of his statements. “Here you can see which nations are members of the various factions, notice the number of weak fools in the alliance, they are already half way to defeat. You can also see the total amount of victory points accumulated by each faction, it is nice to see who is winning.”;Vous commencez à soupçonner le petit homme d'être légèrement tendancieux. Vous commencez à vous demander à quoi ils ont pensé en le choisissant. Si cela n'a rien à voir avec l'information, c'est peut-être alors pour l'aspect purement comique de certaines de ses déclarations. « Ici, vous pouvez voir à quelles factions appartiennent les pays, noter le nombre de tarés chez les Alliés, ils sont déjà à moitié vaincus. Vous pouvez aussi voir le nombre total de points de victoire accumulés par chaque faction. C'est intéressant de voir qui gagne. »;Es schwant Ihnen, dass der merkwürdige kleine Mann etwas vorurteilsbehaftet sein könnte, und Sie überlegen, was man sich bei seiner Rekrutierung wohl gedacht hat. Wenn schon nicht wegen seines Informationsgehalts, so hat man ihn wahrscheinlich um des Spaßfaktors einiger seiner Ausführungen willen gewählt. “Hier sehen Sie, welche Nationen welchen Fraktionen angehören. Beachten Sie die Anzahl der jämmerlichen Tölpel in der Allianz, die sind schon auf dem halben Weg zur Niederlage. Auch finden Sie hier die Gesamtsumme der Siegespunkte jeder Fraktion. Es ist immer gut, zu sehen, wer gewinnt.”;;Empiezas a sospechar que el extraño hombrecillo puede ser algo parcial. Te preguntas en qué estarían pensando cuando lo eligieron. No tiene nada que ver con la información que transmite, sino quizás con el valor puramente cómico de algunas de sus afirmaciones. “Aquí puedes ver qué naciones son miembros de las diversas facciones. Fíjate en la cantidad de débiles necios que hay en la alianza. Ya están a medio camino de la derrota. También puedes ver la cantidad total de puntos de victoria acumulados por cada facción. Es agradable ver quién va ganando”.;;;;;;;;;x
tut_2a_8;The faction triangle;Le triangle des factions;Das Fraktionsdreieck;;El triangulo de facción;;;;;;;;;x
tut_2a_9;The little man turns his attention to the faction triangle. “Here we can see the relative positions of countries to the three factions. Countries will drift naturally according to various factors into alignment with one of the factions, although this may take some time for some nations. You can also use your diplomatic influence to cause countries to drift into your faction, allowing you to assemble a coalition of mighty allies.”\nYou start to wonder what a mind as special as this one, would consider to be mighty allies and then decide it is probably best not to speculate.;Le petit homme porte son attention sur le triangle des factions. « Ici, nous voyons les positions relatives des pays par rapport aux trois factions. Les pays dériveront naturellement, en vertu de différentes considérations, vers une des factions, bien que cela puisse prendre un certains temps pour quelque uns. Vous pouvez jouer de votre influence diplomatique pour amener des pays à rejoindre votre faction. Vous pourrez ainsi constituer une coalition de puissants alliés. »\nVous commencez à vous demander ce qu'un esprit aussi curieux que celui-ci pourrait considérer comme de puissants alliés et décidez qu'il est préférable de ne pas se livrer à ce genre de spéculations.;Der kleine Mann wendet seine Aufmerksamkeit dem Fraktionsdreieck zu. “Hier sehen wir die relativen Positionen der Länder zu den drei Fraktionen. Länder tendieren naturgemäß dazu, von verschiedenen Faktoren beeinflusst, sich an einer der drei Fraktionen auszurichten, obwohl dies bei manchen Nationen viel Zeit in Anspruch nimmt. Sie können auch mittels Ihres diplomatischen Einflusses Länder dazu bringen, sich Ihrer Fraktion anzunähern und somit eine Koalition mächtiger Verbündeter erstellen.”\nSie fragen sich, wen jemand wie dieser Mann wohl als mächtigen Verbündeten ansieht, und beschließen dann, darüber besser nicht zu spekulieren.;;El hombrecillo dirige su atención hacia el triángulo de la facción. “Aquí podemos observar las posiciones relativas de los países de las tres facciones. Los países seguirán una tendencia natural, acorde con diversos factores, a alinearse con una de las facciones, aunque a algunas naciones puede llevarles cierto tiempo. También puedes utilizar tu influencia diplomática para hacer que los países se pasen a tu facción, permitiéndote forjar una coalición de poderosos aliados”.\nEmpiezas a plantearte a quiénes considera una mente tan particular como esta unos poderosos aliados, pero decides que es mejor no especular.;;;;;;;;;x
tut_2a_10;Sorting;Tri;Sortieren;;Discriminación;;;;;;;;;x
tut_2a_11;”Sometimes not any country will do. This is especially so when you are declaring war, you need to make sure the correct evil neighbour is being conquered this time.” He points to the buttons, “With these handy buttons you can filter out future targets.”;Parfois, ce n'est pas n'importe quel pays qui fera l'affaire. Lorsque vous déclarez la guerre, il est très important de vous assurer que cette fois-ci vous partez à la conquête du bon pays ennemi. Il indique les boutons. « Avec ces boutons pratiques vous pouvez filtrer vos futures cibles. »;”Manchmal reicht ‘einfach irgendein Land’ nicht aus. Besonders wenn Sie jemandem den Krieg erklären wollen, müssen Sie sich vergewissern, dass Sie den richtigen bösen Nachbarn erobern.” Er zeigt auf die Schaltflächen: “Mit diesen praktischen Schaltflächen können Sie Ihre zukünftigen Ziele herausfiltern.”;;“A veces no sirve cualquier país. Especialmente cuando estás declarando la guerra, debes asegurarte de que esa vez es conquistado el vecino maligno adecuado”. Señala a los botones. “Con estos útiles botones puedes filtrar futuros objetivos”.;;;;;;;;;x
tut_2a_12;Diplomatic Actions;Actions diplomatiques;Diplomatische Handlungen;;Acciones diplomáticas;;;;;;;;;x
tut_2a_13;“Here is where you declare war upon people. I have heard it has other uses too. Most of these actions will cost you diplomatic influence points.”;C'est ici que vous déclarez la guerre aux gens. J'ai entendu dire que cela servait aussi à autre chose. La plupart de ces actions vous coûteront des points d'influence diplomatique. »;“Hier erklärt man anderen Leuten den Krieg. Ich habe gehört, dass es auch andere Funktionen hat. Die meisten dieser Handlungen kosten Sie diplomatische Einflusspunkte.”;;“Aquí es donde declaras la guerra a otra gente. Dicen que también tiene otros usos. La mayoría de estas acciones te costarán puntos de influencia diplomática”.;;;;;;;;;x
tut_2a_14;Decisions.;Décisions;Entscheidungen;;Decisiones;;;;;;;;;x
tut_2a_15;“Some nations have important decisions they can take to help further their goals. Take Germany for example, you can reoccupy the Rhineland and bring Austria back into the Reich.” At this point the little man goes off a half hour rant about the subject. You gather that Austria has some special significance to the little man, maybe it was they who tampered with his moustache? Perhaps he will draw you a picture to explain this, but you hope not.;Certains pays peuvent prendre d'importantes décisions qui les aideront à servir leurs objectifs. Prenez l'Allemagne, par exemple. Vous pouvez réoccuper la Rhénanie et ramener l'Autriche dans le Reich. » À ce moment là, le petit homme se lance avec emphase dans un discours d'une bonne demi-heure sur le sujet. Vous saisissez que l'Autriche a une signification spéciale pour le petit homme. Ce sont peut-être eux qui ont trafiqué sa moustache. Il vous dessinera peut-être un portrait pour vous l'expliquer, mais vous espérez que non.;“Manche Nationen müssen wichtige Entscheidungen treffen, die ihnen beim Erreichen ihrer Ziele helfen. Nehmen Sie zum Beispiel Deutschland: Sie können das Rheinland wiederbesetzen und Österreich heim ins Reich bringen.” Nun beginnt der kleine Mann eine halbstündige Tirade über dieses Thema. Es scheint, dass Österreich eine besondere Bedeutung für den kleinen Mann hat. War es vielleicht dort, wo man seinen Bart verunstaltete? Vielleicht zeichnet er Ihnen ja ein Bild, um es zu verdeutlichen, aber Sie hoffen nicht.;;“Algunas naciones pueden tomar importantes decisiones para ayudarles a lograr sus metas. Por ejemplo, Alemania. Puedes reocupar Renania y atraer a Austria al Reich”. A partir de aquí, el hombrecillo se pierde en una charla de media hora sobre el asunto. Te das cuenta de que Austria tiene un especial significado para el hombrecillo. ¿Sería allí el lugar en el que le fastidiaron el bigote? Puede que te haga un cuadro para explicártelo, pero esperas que no lo haga.;;;;;;;;;x
tut_2a_16;This concludes the tutorial on the diplomatic view.;Ceci clôt le didacticiel sur la diplomatie.;Dies schließt das Tutorial zur Diplomatie-Ansicht ab.;;Esto concluye el tutorial de la vista diplomática.;;;;;;;;;x
tut_3a_1;Production Screen;Écran de production;Produktionsbildschirm;;La pantalla de producción;;;;;;;;;x
tut_3a_2;Once again the strange little man is back. He has resumed painting. You try to avert your eyes. Then he turns to you and says, “Now we will discuss production. This is the screen were you build units.\nYou click here to access it.”;Encore une fois, l'étrange petit homme est de retour. Il a repris la peinture. Vous essayez de détourner les yeux. Alors il se tourne vers vous et dit : « Nous allons discuter de la production. Voici l'écran où vous construirez des unités.\nCliquez ici pour y accéder. »;Nun ist der kleine Mann zurück, und er macht sich an seinem Gemälde zu schaffen. Sie versuchen, seinem Blick auszuweichen. Dann dreht er sich zu Ihnen herum und sagt, “Jetzt sprechen wir über die Produktion. In diesem Bildschirm erstellen Sie Einheiten.\nSie klicken hier, um ihn aufzurufen.”;;El extraño hombrecillo vuelve a estar de regreso. Sigue con el cuadro. Intentas apartar la mirada. Entonces se gira hacia ti y dice: “Ahora hablaremos de la producción. Esta es la pantalla donde construyes unidades.\nHaz clic aquí para acceder a ella.”;;;;;;;;;x
tut_3a_3;Production Screen;Écran de production;Produktionsbildschirm;;La pantalla de producción;;;;;;;;;x
tut_3a_4;“This is the production screen, one of the most important there is.” The little man’s icy calm is even more unnerving than his moustache at the moment, you preferred it when he was ranting. “You find everything pertaining to your industry and most important of all, you build armies here.” ;Voici l'écran de production, l'un des plus importants. En ce moment, le calme glacial du petit homme est encore plus déroutant que sa moustache. Vous préfériez quand il tempêtait. «  Vous trouvez tout ce qui est utile à votre industrie, et, c'est le plus important, vous construisez des armées ici. »;“Dies ist der Produktionsbildschirm, einer der wichtigsten überhaupt.” Die eisige Ruhe des kleinen Mannes ist im Moment sogar noch entnervender als sein Bart – Sie fanden ihn erträglicher, als er noch bloß wütete. “Hier finden Sie alles, was mit Ihrer Industrie zu tun hat, und, am wichtigsten: Sie heben hier Armeen aus.” ;;“Esta es la pantalla de producción, una de las más importantes que hay”. Ahora, la calma glacial del hombrecillo es aún más inquietante que su mostacho. Lo preferías cuando verborreaba. “Aquí encontrarás todo lo concerniente a tu industria y, sobre todo, es donde crearás tus ejércitos”. ;;;;;;;;;x
tut_3a_5;Distribution Sliders;Curseurs de distribution;Zuteilungs-Schieberegler;;Controles deslizantes de distribución;;;;;;;;;x
tut_3a_6;He points over to the industry sliders, “These are used to distribute your Industrial Capacity (IC). IC is vitally important for your war effort and these sliders should never be neglected.\n You can allocate IC amongst the following:”;Il indique les curseurs de l'industrie : « Ils servent à distribuer votre capacité industrielle (CI). La CI est d'une importance vitale pour votre effort de guerre et vous ne devez jamais négliger ces curseurs.\nVous pouvez répartir la CI comme suit : »;Er zeigt auf die Industrieschieberegler: “Hiermit teilen Sie Ihre Industriekapazität (IK) zu. IK ist hochwichtig für Ihre Kriegsbemühungen, und diese Schieberegler sollten Sie nie vernachlässigen. Sie können den folgenden Kategorien IK zuteilen:”;;Señala a los controles deslizantes de la industria, “Con estos distribuyes tu capacidad industrial (CI). La CI es de una importancia vital para tu esfuerzo bélico. Estos controles no se pueden descuidar jamás. Puedes distribuir CI entre lo siguiente:”;;;;;;;;;x
tut_3a_6a;Upgrades – Our elite scientists are constantly developing new ways to help us liberate our neighbours. Allocating ICs here pays the costs for upgrading your units to newer models. The need value tells you how much it costs to upgrade all upgradable units at max speed. If Need is 0, all units have the best available model.;Modernisation – Nos élites scientifiques sont constamment à la recherche de nouveaux moyens pour nous aider à libérer nos voisins. Allouer de la CI paie les frais de modernisation de vos unités. La valeur besoin indique le prix à payer pour moderniser le plus rapidement possible toutes les unités qui peuvent l'être. Si le besoin est 0, toutes les unités ont le meilleur modèle disponible.;Upgrades – Unsere Elitewissenschaftler entwickeln dauernd neue Dinge, die uns bei der Befreiung unserer Nachbarn helfen. Teilen Sie dieser Kategorie IK zu, um Ihre Einheiten auf neuere Modelle zu erweitern. Der Bedarfswert zeigt Ihnen, wie viel es kostet, alle erweiterbaren Einheiten bei Maximalgeschwindigkeit zu erweitern. Wenn dieser Wert auf 0 steht, steht Ihnen für alle Modelle das beste momentan erhältliche Modell zur Verfügung.;;Mejoras. Nuestra élite de científicos está desarrollando constantemente nuevas formas de ayudarnos a liberar a nuestros vecinos. Al asignar CI aquí, estás pagando el coste de mejorar tus unidades a modelos más nuevos. El valor necesario te dice el coste para mejorar todas las unidades que sean susceptibles de ello a velocidad máxima. Si el valor es 0, todas las unidades poseen el modelo más avanzado.;;;;;;;;;x
tut_3a_6b;Reinforcements – War has a habit of creating new heroes for the fatherland. IC here goes towards resupplying those units that have taken losses with new men and materials. If need is 0, all units are at max strength.;Renforts / La guerre a l'habitude de créer de nouveaux héros pour la patrie. La CI allouée ici réapprovisionne les unités qui ont subi des pertes en hommes et en matériel. Si le besoin est 0, les unités sont à leur maximum.;Verstärkung – Der Krieg erzeugt dauernd neue Helden für das Vaterland. Die Zuteilung von IK an diese Kategorie versorgt Einheiten, die Einbußen erlitten haben, mit Nachschub an Männern und Material. Wenn der Bedarfswert auf 0 steht, sind alle Einheiten bei maximaler Stärke.;;Refuerzos. La guerra tiene la costumbre de crear nuevos héroes para la patria. Esta CI se destina a reabastecer a aquellas unidades que hayan sufrido pérdidas con nuevos hombres y materiales. Si el valor es 0, todas las unidades están a su máxima fuerza.;;;;;;;;;x
tut_3a_6c;Supplies – As a frontline soldier myself I can speak from personal experience here, an army needs tons of supplies to keep functioning, ammunition, spare parts, food, the list goes on. IC allocated here produces those supplies that your troops need to fight the war. The need value represents what your units consume each day. Any excess supply is stockpiled for future needs or for export.;Ravitaillement / Étant moi-même un soldat de première ligne, je peux faire appel à mon expérience personnelle. Une armée a besoin de tonnes de ravitaillement pour pouvoir fonctionner, des munitions, des pièces de rechange, de la nourriture etc... La CI allouée ici produit le ravitaillement dont les troupes ont besoin pour faire la guerre. La valeur besoin indique la consommation quotidienne de vos unités. Tout surplus est stocké pour les besoins futurs ou pour l'exportation.;Nachschub – Als Frontveteran kann ich aus eigener Erfahrung sprechen: Eine Armee braucht tonnenweise Nachschub, um zu funktionieren - Munition, Ersatzteile, Nahrung, die Liste ist schier endlos. Hier zugeteilte IK produziert diese Nachschubgüter. Der Bedarfswert zeigt an, was Ihre Einheiten täglich verbrauchen. Überschüssiger Nachschub wird für künftigen Gebrauch oder den Export gelagert.;;Suministros. Un ejército necesita toneladas de suministros para seguir en funcionamiento. Municiones, recambios, alimentos, la lista es interminable. Esta CI se destina a producir esos suministros que tus tropas necesitan para luchar en la guerra. El valor necesario representa el consumo diario de tus unidades. Cualquier exceso de suministro es almacenado para necesidades futuras o para su exportación.;;;;;;;;;x
tut_3a_6d;Production – Expanding your army is important if you want to keep the ground you have conquered, these cost IC. Need tells you how much is needed to produce everything in the production queue at full speed.;Production – Développer notre armée est important pour conserver les territoires conquis. Cela coûte de la CI. Le besoin vous indique combien de CI est nécessaire pour faire tourner la liste d'attente de la chaîne de production à pleine vitesse.;Produktion – Wenn Sie den Boden halten wollen, den Sie erobert haben, ist es wichtig, Ihre Armeen zu erweitern, und das kostet IK. Der Bedarfswert zeigt Ihnen, wie viel Sie brauchen, um alles in der Produktionsbaureihe bei Maximalgeschwindigkeit zu fertigen.;;Producción. La expansión de tu ejército es muy importante si quieres mantener el terreno conquistado. Esto cuesta CI. El valor necesario te informa de lo que te hace falta para producir todos los elementos de la cola de producción a máxima velocidad.;;;;;;;;;x
tut_3a_6e;Consumer Goods – The home front must never be neglected, IC allocated here produces consumer goods for your people. The Need value tells you how much you need to produce to keep dissent from rising. It is highly recommended that you produce at least this amount, a dissatisfied population is a dangerous thing. The amount of consumer goods you produce also determines your money income.;Biens de consommation – On ne doit jamais négliger le front intérieur. La CI allouée ici produit des biens de consommation pour notre peuple. La valeur besoin vous indique combien vous devez produire pour empêcher la dissidence de se lever. Il est hautement recommandé de produire au moins cette quantité car une population insatisfaite est une population dangereuse. La quantité de biens de consommation que vous produisez détermine votre revenu.;Konsumgüter – Die Heimatfront darf nie vernachlässigt werden. Hier sorgt IK für die Produktion von Konsumgütern für Ihr Volk. Der Bedarfswert zeigt an, wie viel Sie brauchen, um Volkes Unmut im Zaum zu halten. Es ist höchst empfehlenswert, mindestens diese Menge zu produzieren, da ein unzufriedenes Volk sehr gefährlich ist. Die Menge der hergestellten Konsumgüter legt auch Ihr monetäres Einkommen fest.;;Bienes de consumo. El frente interior no se puede descuidar. La CI destinada aquí produce bienes de consumo para tu gente. El valor necesario te informa de lo que te hace falta producir para evitar que haya disensión. Lo más recomendable es que produzcas al menos esta cantidad. Una población insatisfecha es algo muy peligroso. La cantidad de bienes de consumo que produces también determina tus ingresos monetarios.;;;;;;;;;x
tut_3a_7;“As someone who knows a thing or two about running a country here is my pro-tips for balancing your sliders: 1. You can lock a certain slider by right clicking a drag button. 2. You can automatically set a slider to its Need value by clicking the value.”;« En tant que personne qui connaît une ou deux choses sur la manière de gouverner un pays, voici quelques conseils professionnels pour équilibrer les curseurs : Vous pouvez bloquer un curseur en cliquant avec le bouton droit de la souris sur un bouton glisser. 2. Vous pouvez régler automatiquement un curseur en indiquant la valeur besoin en cliquant sur la valeur correspondante. »;“Als jemand mit Ahnung von der Führung eines Landes hier meine Pro-Tips zur Ausbalancierung der Schieberegler: 1. Sie können einen Schieberegler durch Rechtsklicken eines Ziehschaltfläche arretieren. 2. Sie können einen Schieberegler automatisch auf seinen Bedarfswert setzen, indem Sie den Wert anklicken.”;;“Como alguien acostumbrado a dirigir una nación, estos son mis consejos profesionales para equilibrar los controles: 1. Puedes bloquear un cierto control si haces clic derecho sobre el botón deslizante. 2. Puedes colocar automáticamente el control en el valor necesario si haces clic en el valor”.;;;;;;;;;x
tut_3a_8;Build Queue;Construire une file d'attente;Baureihe;;Cola de producción;;;;;;;;;x
tut_3a_9;“Knowing what you have in production is of vital significance, some units can take over a year to produce this can have a great influence on your strategy.” He points to the screen. “Above this is were you select new things to produce. As I know you have countries to conquer we will keep it brief and look just at the Division designer.” ;« Sachant que ce que vous avez en production est d'une importance vitale, certaines unités peuvent prendre plus d'un an pour le produire et cela peut influencer grandement votre stratégie. » Il montre l'écran : « En haut, vous choisissez les nouveaux produits. Comme je sais que vous devez conquérir des pays, nous serons brefs et regarderons seulement le concepteur de division. »;“Der Überblick über die in Produktion befindlichen Dinge ist von höchster Wichtigkeit. Die Produktion mancher Einheiten kann ein ganzes Jahr dauern, was Ihre Strategie stark beeinflussen kann.” Er zeigt auf den Bildschirm. “Hier oben können Sie neue Dinge produzieren lassen. Ich weiß, dass Sie Länder zu erobern haben, daher werde ich mich kurz fassen und nur einen schnellen Blick auf den Divisionen-Designer werfen.”;;“Sabiendo que lo que produces tiene una importancia vital, ya que algunas unidades pueden tardar un año en fabricarse y eso puede influenciar enormemente tu estrategia”. A continuación, señala hacia la pantalla. “Aquí arriba es donde seleccionas cosas nuevas para producir. Como sé que tienes países por conquistar, intentaremos ser breves y nos centraremos en el diseñador de divisiones”. ;;;;;;;;;x
tut_3a_10;Division Designer;Concepteur de division;Divisionen-Designer;;Diseñador de divisiones;;;;;;;;;x
tut_3a_11;“This is the Division designer where you can design and build divisions for your army. On the top right you see buttons for preset templates, on the left you can see the division components that you can build. There are other simpler interfaces for other units, but to take and hold provinces requires land units. This is the key one”  ;« Ceci est le concepteur de division grâce auquel vous pouvez concevoir et construire des divisions pour votre armée. En haut à droite vous voyez des boutons de modèles, à gauche vous voyez les éléments de la division que vous pouvez construire. Il existe d'autres interfaces plus simples pour d'autres unités, mais prendre et conserver des provinces exige des unités terrestres. C'est l'interface primordiale. »;“Dies ist der Divisionen-Designer, wo Sie Divisionen für Ihre Armeen entwerfen, ausheben und bauen können. Rechts oben finden Sie Schaltflächen für voreingestellte Werte, links oben sehen Sie die Komponenten der Divisionen, die Sie bauen können. Es gibt andere, einfachere Interfaces für andere Einheiten, aber die Eroberung und Besetzthaltung von Provinzen erfordert Landeinheiten. Dies ist von enormer Wichtigkeit.”  ;;“Esto es el diseñador de divisiones donde puedes diseñar y construir divisiones para tu ejército. En la parte superior derecha puedes ver botones para plantillas preestablecidas. A la izquierda puedes ver los componentes de división que puedes construir. Hay otras interfaces más sencillas para otras unidades, pero para tomar y mantener provincias necesitas unidades terrestres. Esta es la más importante”.  ;;;;;;;;;x
